DateTime,price
03-Jan-2012 08:26:24,36.73
03-Jan-2012 09:26:24,42.9
03-Jan-2012 10:26:24,46
03-Jan-2012 11:26:24,47.23
03-Jan-2012 12:26:24,46.03
03-Jan-2012 13:26:24,44.9
03-Jan-2012 14:26:24,44.44
03-Jan-2012 15:26:24,41.19
03-Jan-2012 16:26:24,39.5
03-Jan-2012 17:26:24,39.5
03-Jan-2012 18:26:24,43.51
03-Jan-2012 19:26:24,45.2
03-Jan-2012 20:26:24,46.9
03-Jan-2012 21:26:24,46.23
03-Jan-2012 22:26:24,44.5
03-Jan-2012 23:26:24,40.5
04-Jan-2012 00:26:24,39.5
04-Jan-2012 01:26:24,38.01
04-Jan-2012 02:26:24,32.05
04-Jan-2012 03:26:24,31
04-Jan-2012 04:26:24,30.2
04-Jan-2012 05:26:24,29.85
04-Jan-2012 06:26:24,29.84
04-Jan-2012 07:26:24,30.1
04-Jan-2012 08:26:24,30.75
04-Jan-2012 09:26:24,31.83
04-Jan-2012 10:26:24,36.67
04-Jan-2012 11:26:24,39.57
04-Jan-2012 12:26:24,36.11
04-Jan-2012 13:26:24,34.77
04-Jan-2012 14:26:24,32.07
04-Jan-2012 15:26:24,31.83
04-Jan-2012 16:26:24,31.95
04-Jan-2012 17:26:24,32.25
04-Jan-2012 18:26:24,41.81
04-Jan-2012 19:26:24,44.24
04-Jan-2012 20:26:24,44
04-Jan-2012 21:26:24,44.44
04-Jan-2012 22:26:24,44.43
04-Jan-2012 23:26:24,40.38
05-Jan-2012 00:26:24,37.95
05-Jan-2012 01:26:24,33.1
05-Jan-2012 02:26:24,32.28
05-Jan-2012 03:26:24,31.18
05-Jan-2012 04:26:24,30.1
05-Jan-2012 05:26:24,29.96
05-Jan-2012 06:26:24,29.88
05-Jan-2012 07:26:24,30.38
05-Jan-2012 08:26:24,31.15
05-Jan-2012 09:26:24,32.09
05-Jan-2012 10:26:24,34.27
05-Jan-2012 11:26:24,37.53
05-Jan-2012 12:26:24,38.99
05-Jan-2012 13:26:24,38.15
05-Jan-2012 14:26:24,35.37
05-Jan-2012 15:26:24,34.44
05-Jan-2012 16:26:24,36.1
05-Jan-2012 17:26:24,40.59
05-Jan-2012 18:26:24,44.68
05-Jan-2012 19:26:24,46.16
05-Jan-2012 20:26:24,48.53
05-Jan-2012 21:26:24,52.48
05-Jan-2012 22:26:24,53.29
05-Jan-2012 23:26:24,49.5
06-Jan-2012 00:26:24,46.01
06-Jan-2012 01:26:24,47.85
06-Jan-2012 02:26:24,41.48
06-Jan-2012 03:26:24,34
06-Jan-2012 04:26:24,31.92
06-Jan-2012 05:26:24,31.75
06-Jan-2012 06:26:24,31.5
06-Jan-2012 07:26:24,33.18
06-Jan-2012 08:26:24,43.13
06-Jan-2012 09:26:24,44.52
06-Jan-2012 10:26:24,44.96
06-Jan-2012 11:26:24,44
06-Jan-2012 12:26:24,42.46
06-Jan-2012 13:26:24,41.3
06-Jan-2012 14:26:24,40.51
06-Jan-2012 15:26:24,41.22
06-Jan-2012 16:26:24,43.28
06-Jan-2012 17:26:24,43.68
06-Jan-2012 18:26:24,47.9
06-Jan-2012 19:26:24,48.91
06-Jan-2012 20:26:24,49.01
06-Jan-2012 21:26:24,48
06-Jan-2012 22:26:24,48
06-Jan-2012 23:26:24,45.42
07-Jan-2012 00:26:24,44.01
07-Jan-2012 01:26:24,42.07
07-Jan-2012 02:26:24,36.49
07-Jan-2012 03:26:24,33.67
07-Jan-2012 04:26:24,33.01
07-Jan-2012 05:26:24,33.01
07-Jan-2012 06:26:24,36.07
07-Jan-2012 07:26:24,47.75
07-Jan-2012 08:26:24,53.68
07-Jan-2012 09:26:24,56.26
07-Jan-2012 10:26:24,54.87
07-Jan-2012 11:26:24,53.68
07-Jan-2012 12:26:24,52.17
07-Jan-2012 13:26:24,50.81
07-Jan-2012 14:26:24,50.31
07-Jan-2012 15:26:24,49.61
07-Jan-2012 16:26:24,48.44
07-Jan-2012 17:26:24,49.01
07-Jan-2012 18:26:24,49.77
07-Jan-2012 19:26:24,50.81
07-Jan-2012 20:26:24,51.9
07-Jan-2012 21:26:24,52.48
07-Jan-2012 22:26:24,51
07-Jan-2012 23:26:24,47
08-Jan-2012 00:26:24,44.43
08-Jan-2012 01:26:24,42
08-Jan-2012 02:26:24,37.48
08-Jan-2012 03:26:24,36.07
08-Jan-2012 04:26:24,34.41
08-Jan-2012 05:26:24,33.07
08-Jan-2012 06:26:24,36.11
08-Jan-2012 07:26:24,39.77
08-Jan-2012 08:26:24,48.42
08-Jan-2012 09:26:24,51.65
08-Jan-2012 10:26:24,52.6
08-Jan-2012 11:26:24,52
08-Jan-2012 12:26:24,50.81
08-Jan-2012 13:26:24,49.67
08-Jan-2012 14:26:24,49.17
08-Jan-2012 15:26:24,47.1
08-Jan-2012 16:26:24,46.33
08-Jan-2012 17:26:24,49.16
08-Jan-2012 18:26:24,53.53
08-Jan-2012 19:26:24,55.92
08-Jan-2012 20:26:24,55.09
08-Jan-2012 21:26:24,54.99
08-Jan-2012 22:26:24,53.67
08-Jan-2012 23:26:24,49.16
09-Jan-2012 00:26:24,45.17
09-Jan-2012 01:26:24,46.55
09-Jan-2012 02:26:24,38.01
09-Jan-2012 03:26:24,34.89
09-Jan-2012 04:26:24,33.7
09-Jan-2012 05:26:24,33.56
09-Jan-2012 06:26:24,34
09-Jan-2012 07:26:24,37.51
09-Jan-2012 08:26:24,48.45
09-Jan-2012 09:26:24,49.23
09-Jan-2012 10:26:24,51.49
09-Jan-2012 11:26:24,49.67
09-Jan-2012 12:26:24,48.33
09-Jan-2012 13:26:24,44.41
09-Jan-2012 14:26:24,44.9
09-Jan-2012 15:26:24,39.81
09-Jan-2012 16:26:24,39
09-Jan-2012 17:26:24,41.66
09-Jan-2012 18:26:24,46.89
09-Jan-2012 19:26:24,51.89
09-Jan-2012 20:26:24,52.98
09-Jan-2012 21:26:24,53.31
09-Jan-2012 22:26:24,52.05
09-Jan-2012 23:26:24,48.49
10-Jan-2012 00:26:24,40.16
10-Jan-2012 01:26:24,34.13
10-Jan-2012 02:26:24,32.7
10-Jan-2012 03:26:24,31
10-Jan-2012 04:26:24,27.98
10-Jan-2012 05:26:24,27.65
10-Jan-2012 06:26:24,29.38
10-Jan-2012 07:26:24,32
10-Jan-2012 08:26:24,43.66
10-Jan-2012 09:26:24,47.4
10-Jan-2012 10:26:24,48.73
10-Jan-2012 11:26:24,47.3
10-Jan-2012 12:26:24,44.2
10-Jan-2012 13:26:24,41.6
10-Jan-2012 14:26:24,38.01
10-Jan-2012 15:26:24,36.21
10-Jan-2012 16:26:24,36.27
10-Jan-2012 17:26:24,40.62
10-Jan-2012 18:26:24,47.3
10-Jan-2012 19:26:24,49.97
10-Jan-2012 20:26:24,50.01
10-Jan-2012 21:26:24,50.85
10-Jan-2012 22:26:24,49.89
10-Jan-2012 23:26:24,46.8
11-Jan-2012 00:26:24,40
11-Jan-2012 01:26:24,42.94
11-Jan-2012 02:26:24,37.2
11-Jan-2012 03:26:24,34.77
11-Jan-2012 04:26:24,34.18
11-Jan-2012 05:26:24,34.13
11-Jan-2012 06:26:24,34.18
11-Jan-2012 07:26:24,34.4
11-Jan-2012 08:26:24,34.51
11-Jan-2012 09:26:24,35.68
11-Jan-2012 10:26:24,40
11-Jan-2012 11:26:24,42.61
11-Jan-2012 12:26:24,40.01
11-Jan-2012 13:26:24,38.6
11-Jan-2012 14:26:24,38.97
11-Jan-2012 15:26:24,38.97
11-Jan-2012 16:26:24,36.84
11-Jan-2012 17:26:24,38.97
11-Jan-2012 18:26:24,44
11-Jan-2012 19:26:24,52.98
11-Jan-2012 20:26:24,55.4
11-Jan-2012 21:26:24,56.26
11-Jan-2012 22:26:24,55.87
11-Jan-2012 23:26:24,53
12-Jan-2012 00:26:24,49.67
12-Jan-2012 01:26:24,44.21
12-Jan-2012 02:26:24,41.69
12-Jan-2012 03:26:24,41.69
12-Jan-2012 04:26:24,38.6
12-Jan-2012 05:26:24,37.51
12-Jan-2012 06:26:24,37.03
12-Jan-2012 07:26:24,37.58
12-Jan-2012 08:26:24,38.01
12-Jan-2012 09:26:24,38
12-Jan-2012 10:26:24,38.07
12-Jan-2012 11:26:24,39.01
12-Jan-2012 12:26:24,38.08
12-Jan-2012 13:26:24,38.01
12-Jan-2012 14:26:24,38.43
12-Jan-2012 15:26:24,39.3
12-Jan-2012 16:26:24,37.43
12-Jan-2012 17:26:24,37.03
12-Jan-2012 18:26:24,39.01
12-Jan-2012 19:26:24,49.45
12-Jan-2012 20:26:24,52.98
12-Jan-2012 21:26:24,55.4
12-Jan-2012 22:26:24,55.98
12-Jan-2012 23:26:24,53.67
13-Jan-2012 00:26:24,50.46
13-Jan-2012 01:26:24,50.67
13-Jan-2012 02:26:24,49.19
13-Jan-2012 03:26:24,46.22
13-Jan-2012 04:26:24,42
13-Jan-2012 05:26:24,39.01
13-Jan-2012 06:26:24,42
13-Jan-2012 07:26:24,47.75
13-Jan-2012 08:26:24,50.69
13-Jan-2012 09:26:24,52.93
13-Jan-2012 10:26:24,52.6
13-Jan-2012 11:26:24,50.67
13-Jan-2012 12:26:24,49.73
13-Jan-2012 13:26:24,47.44
13-Jan-2012 14:26:24,47.01
13-Jan-2012 15:26:24,45
13-Jan-2012 16:26:24,42.97
13-Jan-2012 17:26:24,43.68
13-Jan-2012 18:26:24,46.81
13-Jan-2012 19:26:24,49.51
13-Jan-2012 20:26:24,50
13-Jan-2012 21:26:24,50
13-Jan-2012 22:26:24,47.11
13-Jan-2012 23:26:24,38.6
14-Jan-2012 00:26:24,34.1
14-Jan-2012 01:26:24,31.86
14-Jan-2012 02:26:24,30.53
14-Jan-2012 03:26:24,29.57
14-Jan-2012 04:26:24,29.53
14-Jan-2012 05:26:24,29.77
14-Jan-2012 06:26:24,30.47
14-Jan-2012 07:26:24,31.37
14-Jan-2012 08:26:24,40.01
14-Jan-2012 09:26:24,45.19
14-Jan-2012 10:26:24,46.47
14-Jan-2012 11:26:24,46.29
14-Jan-2012 12:26:24,44.49
14-Jan-2012 13:26:24,43.01
14-Jan-2012 14:26:24,41.25
14-Jan-2012 15:26:24,37.97
14-Jan-2012 16:26:24,36.01
14-Jan-2012 17:26:24,38.01
14-Jan-2012 18:26:24,41.51
14-Jan-2012 19:26:24,45.25
14-Jan-2012 20:26:24,46.55
14-Jan-2012 21:26:24,46.75
14-Jan-2012 22:26:24,45.09
14-Jan-2012 23:26:24,40.15
15-Jan-2012 00:26:24,31.17
15-Jan-2012 01:26:24,30.67
15-Jan-2012 02:26:24,29
15-Jan-2012 03:26:24,20.01
15-Jan-2012 04:26:24,17.5
15-Jan-2012 05:26:24,16.67
15-Jan-2012 06:26:24,25
15-Jan-2012 07:26:24,30.53
15-Jan-2012 08:26:24,38.53
15-Jan-2012 09:26:24,42.99
15-Jan-2012 10:26:24,43.52
15-Jan-2012 11:26:24,44.5
15-Jan-2012 12:26:24,44.02
15-Jan-2012 13:26:24,43.85
15-Jan-2012 14:26:24,43.01
15-Jan-2012 15:26:24,40.21
15-Jan-2012 16:26:24,41.25
15-Jan-2012 17:26:24,42.5
15-Jan-2012 18:26:24,45
15-Jan-2012 19:26:24,48.43
15-Jan-2012 20:26:24,52.8
15-Jan-2012 21:26:24,52.49
15-Jan-2012 22:26:24,48.1
15-Jan-2012 23:26:24,43.75
16-Jan-2012 00:26:24,38.5
16-Jan-2012 01:26:24,33.27
16-Jan-2012 02:26:24,31.18
16-Jan-2012 03:26:24,30.8
16-Jan-2012 04:26:24,29.9
16-Jan-2012 05:26:24,29.72
16-Jan-2012 06:26:24,31.1
16-Jan-2012 07:26:24,38.7
16-Jan-2012 08:26:24,45.42
16-Jan-2012 09:26:24,52.4
16-Jan-2012 10:26:24,47
16-Jan-2012 11:26:24,43.51
16-Jan-2012 12:26:24,42.1
16-Jan-2012 13:26:24,40.36
16-Jan-2012 14:26:24,40.08
16-Jan-2012 15:26:24,36.81
16-Jan-2012 16:26:24,32.49
16-Jan-2012 17:26:24,32.87
16-Jan-2012 18:26:24,40.84
16-Jan-2012 19:26:24,43.15
16-Jan-2012 20:26:24,43.2
16-Jan-2012 21:26:24,43.98
16-Jan-2012 22:26:24,43.15
16-Jan-2012 23:26:24,40.01
17-Jan-2012 00:26:24,32.68
17-Jan-2012 01:26:24,30.87
17-Jan-2012 02:26:24,29.48
17-Jan-2012 03:26:24,26.86
17-Jan-2012 04:26:24,25.71
17-Jan-2012 05:26:24,26.01
17-Jan-2012 06:26:24,27.97
17-Jan-2012 07:26:24,31.09
17-Jan-2012 08:26:24,40.25
17-Jan-2012 09:26:24,43.8
17-Jan-2012 10:26:24,43.19
17-Jan-2012 11:26:24,43.68
17-Jan-2012 12:26:24,42.72
17-Jan-2012 13:26:24,41.37
17-Jan-2012 14:26:24,39.98
17-Jan-2012 15:26:24,39.02
17-Jan-2012 16:26:24,39.11
17-Jan-2012 17:26:24,41.37
17-Jan-2012 18:26:24,43.98
17-Jan-2012 19:26:24,47.11
17-Jan-2012 20:26:24,49.73
17-Jan-2012 21:26:24,51.75
17-Jan-2012 22:26:24,50.3
17-Jan-2012 23:26:24,46.16
18-Jan-2012 00:26:24,44.01
18-Jan-2012 01:26:24,45
18-Jan-2012 02:26:24,42.14
18-Jan-2012 03:26:24,37.81
18-Jan-2012 04:26:24,37.2
18-Jan-2012 05:26:24,33
18-Jan-2012 06:26:24,32.05
18-Jan-2012 07:26:24,33.63
18-Jan-2012 08:26:24,37.2
18-Jan-2012 09:26:24,37.74
18-Jan-2012 10:26:24,38.92
18-Jan-2012 11:26:24,40
18-Jan-2012 12:26:24,39.3
18-Jan-2012 13:26:24,39.59
18-Jan-2012 14:26:24,37.86
18-Jan-2012 15:26:24,35.69
18-Jan-2012 16:26:24,35.69
18-Jan-2012 17:26:24,37.41
18-Jan-2012 18:26:24,41.3
18-Jan-2012 19:26:24,43.04
18-Jan-2012 20:26:24,41.91
18-Jan-2012 21:26:24,39.81
18-Jan-2012 22:26:24,39.19
18-Jan-2012 23:26:24,37.92
19-Jan-2012 00:26:24,35.69
19-Jan-2012 01:26:24,33.33
19-Jan-2012 02:26:24,30.98
19-Jan-2012 03:26:24,29.9
19-Jan-2012 04:26:24,28.79
19-Jan-2012 05:26:24,27.71
19-Jan-2012 06:26:24,27.26
19-Jan-2012 07:26:24,26.5
19-Jan-2012 08:26:24,25.8
19-Jan-2012 09:26:24,26.8
19-Jan-2012 10:26:24,28.51
19-Jan-2012 11:26:24,29.5
19-Jan-2012 12:26:24,29.4
19-Jan-2012 13:26:24,28.8
19-Jan-2012 14:26:24,29.4
19-Jan-2012 15:26:24,28.51
19-Jan-2012 16:26:24,28.3
19-Jan-2012 17:26:24,28
19-Jan-2012 18:26:24,28.28
19-Jan-2012 19:26:24,29.9
19-Jan-2012 20:26:24,35
19-Jan-2012 21:26:24,37.43
19-Jan-2012 22:26:24,36.74
19-Jan-2012 23:26:24,30.5
20-Jan-2012 00:26:24,29.01
20-Jan-2012 01:26:24,28.51
20-Jan-2012 02:26:24,25.5
20-Jan-2012 03:26:24,18
20-Jan-2012 04:26:24,14
20-Jan-2012 05:26:24,14
20-Jan-2012 06:26:24,21.01
20-Jan-2012 07:26:24,28.51
20-Jan-2012 08:26:24,37.21
20-Jan-2012 09:26:24,39.93
20-Jan-2012 10:26:24,43.01
20-Jan-2012 11:26:24,42.01
20-Jan-2012 12:26:24,39.85
20-Jan-2012 13:26:24,39.69
20-Jan-2012 14:26:24,39.98
20-Jan-2012 15:26:24,39.23
20-Jan-2012 16:26:24,38.93
20-Jan-2012 17:26:24,39.36
20-Jan-2012 18:26:24,39.85
20-Jan-2012 19:26:24,45.32
20-Jan-2012 20:26:24,50.7
20-Jan-2012 21:26:24,48.68
20-Jan-2012 22:26:24,44.35
20-Jan-2012 23:26:24,41.74
21-Jan-2012 00:26:24,37.69
21-Jan-2012 01:26:24,32.7
21-Jan-2012 02:26:24,31
21-Jan-2012 03:26:24,29.69
21-Jan-2012 04:26:24,28.4
21-Jan-2012 05:26:24,28.28
21-Jan-2012 06:26:24,29.01
21-Jan-2012 07:26:24,31
21-Jan-2012 08:26:24,40
21-Jan-2012 09:26:24,41.87
21-Jan-2012 10:26:24,42.67
21-Jan-2012 11:26:24,42.67
21-Jan-2012 12:26:24,42.01
21-Jan-2012 13:26:24,41.92
21-Jan-2012 14:26:24,42.45
21-Jan-2012 15:26:24,41.06
21-Jan-2012 16:26:24,41.04
21-Jan-2012 17:26:24,41.06
21-Jan-2012 18:26:24,41.6
21-Jan-2012 19:26:24,43.51
21-Jan-2012 20:26:24,50
21-Jan-2012 21:26:24,49.95
21-Jan-2012 22:26:24,46.03
21-Jan-2012 23:26:24,42.67
22-Jan-2012 00:26:24,37.92
22-Jan-2012 01:26:24,38.7
22-Jan-2012 02:26:24,36.67
22-Jan-2012 03:26:24,35.76
22-Jan-2012 04:26:24,33.85
22-Jan-2012 05:26:24,33.7
22-Jan-2012 06:26:24,35.04
22-Jan-2012 07:26:24,40.55
22-Jan-2012 08:26:24,49.26
22-Jan-2012 09:26:24,52.98
22-Jan-2012 10:26:24,53.69
22-Jan-2012 11:26:24,53.68
22-Jan-2012 12:26:24,52.48
22-Jan-2012 13:26:24,50.77
22-Jan-2012 14:26:24,49.97
22-Jan-2012 15:26:24,50
22-Jan-2012 16:26:24,52.4
22-Jan-2012 17:26:24,53.2
22-Jan-2012 18:26:24,55.08
22-Jan-2012 19:26:24,58.1
22-Jan-2012 20:26:24,59.58
22-Jan-2012 21:26:24,52.52
22-Jan-2012 22:26:24,49.26
22-Jan-2012 23:26:24,44.48
23-Jan-2012 00:26:24,42.79
23-Jan-2012 01:26:24,54.01
23-Jan-2012 02:26:24,50
23-Jan-2012 03:26:24,46.22
23-Jan-2012 04:26:24,45.97
23-Jan-2012 05:26:24,44.94
23-Jan-2012 06:26:24,46.16
23-Jan-2012 07:26:24,49
23-Jan-2012 08:26:24,58.74
23-Jan-2012 09:26:24,62.48
23-Jan-2012 10:26:24,60.98
23-Jan-2012 11:26:24,60.11
23-Jan-2012 12:26:24,57.42
23-Jan-2012 13:26:24,55.36
23-Jan-2012 14:26:24,53.68
23-Jan-2012 15:26:24,51.2
23-Jan-2012 16:26:24,53.54
23-Jan-2012 17:26:24,54.75
23-Jan-2012 18:26:24,55.87
23-Jan-2012 19:26:24,58.37
23-Jan-2012 20:26:24,60.4
23-Jan-2012 21:26:24,57.01
23-Jan-2012 22:26:24,56.7
23-Jan-2012 23:26:24,53.57
24-Jan-2012 00:26:24,48.42
24-Jan-2012 01:26:24,50.5
24-Jan-2012 02:26:24,46
24-Jan-2012 03:26:24,43.75
24-Jan-2012 04:26:24,42.04
24-Jan-2012 05:26:24,42.98
24-Jan-2012 06:26:24,44.51
24-Jan-2012 07:26:24,46.16
24-Jan-2012 08:26:24,57.34
24-Jan-2012 09:26:24,62.3
24-Jan-2012 10:26:24,62
24-Jan-2012 11:26:24,60.98
24-Jan-2012 12:26:24,58.84
24-Jan-2012 13:26:24,56.61
24-Jan-2012 14:26:24,53.29
24-Jan-2012 15:26:24,52
24-Jan-2012 16:26:24,53.06
24-Jan-2012 17:26:24,54.01
24-Jan-2012 18:26:24,57.08
24-Jan-2012 19:26:24,60.97
24-Jan-2012 20:26:24,59.97
24-Jan-2012 21:26:24,57.35
24-Jan-2012 22:26:24,59.01
24-Jan-2012 23:26:24,55.87
25-Jan-2012 00:26:24,52.32
25-Jan-2012 01:26:24,51.92
25-Jan-2012 02:26:24,49.57
25-Jan-2012 03:26:24,46.92
25-Jan-2012 04:26:24,45.99
25-Jan-2012 05:26:24,44.94
25-Jan-2012 06:26:24,44.94
25-Jan-2012 07:26:24,44.75
25-Jan-2012 08:26:24,41.96
25-Jan-2012 09:26:24,42.42
25-Jan-2012 10:26:24,44.97
25-Jan-2012 11:26:24,48.42
25-Jan-2012 12:26:24,48.81
25-Jan-2012 13:26:24,49.87
25-Jan-2012 14:26:24,49.87
25-Jan-2012 15:26:24,49.51
25-Jan-2012 16:26:24,46.61
25-Jan-2012 17:26:24,45.98
25-Jan-2012 18:26:24,47.84
25-Jan-2012 19:26:24,51.02
25-Jan-2012 20:26:24,52.98
25-Jan-2012 21:26:24,53.7
25-Jan-2012 22:26:24,53.68
25-Jan-2012 23:26:24,50.52
26-Jan-2012 00:26:24,49.02
26-Jan-2012 01:26:24,48
26-Jan-2012 02:26:24,45.09
26-Jan-2012 03:26:24,43.9
26-Jan-2012 04:26:24,43.9
26-Jan-2012 05:26:24,38
26-Jan-2012 06:26:24,37.8
26-Jan-2012 07:26:24,36.6
26-Jan-2012 08:26:24,34.1
26-Jan-2012 09:26:24,34.1
26-Jan-2012 10:26:24,37.2
26-Jan-2012 11:26:24,40.12
26-Jan-2012 12:26:24,41.35
26-Jan-2012 13:26:24,41.86
26-Jan-2012 14:26:24,38.23
26-Jan-2012 15:26:24,36.03
26-Jan-2012 16:26:24,34.56
26-Jan-2012 17:26:24,33.43
26-Jan-2012 18:26:24,39.99
26-Jan-2012 19:26:24,42
26-Jan-2012 20:26:24,44.43
26-Jan-2012 21:26:24,46.03
26-Jan-2012 22:26:24,45.05
26-Jan-2012 23:26:24,41.82
27-Jan-2012 00:26:24,36.6
27-Jan-2012 01:26:24,35.3
27-Jan-2012 02:26:24,33.28
27-Jan-2012 03:26:24,32
27-Jan-2012 04:26:24,31.6
27-Jan-2012 05:26:24,31.6
27-Jan-2012 06:26:24,32.11
27-Jan-2012 07:26:24,34.7
27-Jan-2012 08:26:24,42.2
27-Jan-2012 09:26:24,45.73
27-Jan-2012 10:26:24,45.5
27-Jan-2012 11:26:24,44.68
27-Jan-2012 12:26:24,43.19
27-Jan-2012 13:26:24,42.91
27-Jan-2012 14:26:24,41.91
27-Jan-2012 15:26:24,39.87
27-Jan-2012 16:26:24,38.99
27-Jan-2012 17:26:24,40.01
27-Jan-2012 18:26:24,42.5
27-Jan-2012 19:26:24,45.46
27-Jan-2012 20:26:24,47.12
27-Jan-2012 21:26:24,43.72
27-Jan-2012 22:26:24,40.25
27-Jan-2012 23:26:24,36.53
28-Jan-2012 00:26:24,33.01
28-Jan-2012 01:26:24,27.79
28-Jan-2012 02:26:24,26.84
28-Jan-2012 03:26:24,25.64
28-Jan-2012 04:26:24,24.99
28-Jan-2012 05:26:24,25
28-Jan-2012 06:26:24,26.32
28-Jan-2012 07:26:24,31.3
28-Jan-2012 08:26:24,41.94
28-Jan-2012 09:26:24,44.94
28-Jan-2012 10:26:24,44.33
28-Jan-2012 11:26:24,42.98
28-Jan-2012 12:26:24,42.18
28-Jan-2012 13:26:24,41.89
28-Jan-2012 14:26:24,40.01
28-Jan-2012 15:26:24,38.01
28-Jan-2012 16:26:24,38.51
28-Jan-2012 17:26:24,40.01
28-Jan-2012 18:26:24,41.89
28-Jan-2012 19:26:24,44
28-Jan-2012 20:26:24,48.47
28-Jan-2012 21:26:24,51
28-Jan-2012 22:26:24,47.26
28-Jan-2012 23:26:24,44.94
29-Jan-2012 00:26:24,43.05
29-Jan-2012 01:26:24,42.33
29-Jan-2012 02:26:24,31.6
29-Jan-2012 03:26:24,31.2
29-Jan-2012 04:26:24,30
29-Jan-2012 05:26:24,29.99
29-Jan-2012 06:26:24,31.28
29-Jan-2012 07:26:24,35
29-Jan-2012 08:26:24,42.03
29-Jan-2012 09:26:24,44.72
29-Jan-2012 10:26:24,44.01
29-Jan-2012 11:26:24,43.41
29-Jan-2012 12:26:24,42.71
29-Jan-2012 13:26:24,41.45
29-Jan-2012 14:26:24,41.94
29-Jan-2012 15:26:24,39.77
29-Jan-2012 16:26:24,38.11
29-Jan-2012 17:26:24,39.02
29-Jan-2012 18:26:24,42.79
29-Jan-2012 19:26:24,45.01
29-Jan-2012 20:26:24,45.1
29-Jan-2012 21:26:24,46.47
29-Jan-2012 22:26:24,45.05
29-Jan-2012 23:26:24,43.03
30-Jan-2012 00:26:24,38.49
30-Jan-2012 01:26:24,31.9
30-Jan-2012 02:26:24,31
30-Jan-2012 03:26:24,26.9
30-Jan-2012 04:26:24,26.2
30-Jan-2012 05:26:24,25.9
30-Jan-2012 06:26:24,27.01
30-Jan-2012 07:26:24,33.15
30-Jan-2012 08:26:24,44.27
30-Jan-2012 09:26:24,45.17
30-Jan-2012 10:26:24,45.29
30-Jan-2012 11:26:24,44.1
30-Jan-2012 12:26:24,43.04
30-Jan-2012 13:26:24,41.62
30-Jan-2012 14:26:24,40.08
30-Jan-2012 15:26:24,37.53
30-Jan-2012 16:26:24,35.51
30-Jan-2012 17:26:24,37.38
30-Jan-2012 18:26:24,39.7
30-Jan-2012 19:26:24,43.01
30-Jan-2012 20:26:24,43.32
30-Jan-2012 21:26:24,45.01
30-Jan-2012 22:26:24,43.23
30-Jan-2012 23:26:24,43.01
31-Jan-2012 00:26:24,37.44
31-Jan-2012 01:26:24,35
31-Jan-2012 02:26:24,30.61
31-Jan-2012 03:26:24,28.95
31-Jan-2012 04:26:24,27
31-Jan-2012 05:26:24,27.11
31-Jan-2012 06:26:24,30
31-Jan-2012 07:26:24,32.94
31-Jan-2012 08:26:24,40.05
31-Jan-2012 09:26:24,42.63
31-Jan-2012 10:26:24,43.2
31-Jan-2012 11:26:24,43.2
31-Jan-2012 12:26:24,42.63
31-Jan-2012 13:26:24,40.07
31-Jan-2012 14:26:24,39.91
31-Jan-2012 15:26:24,39.91
31-Jan-2012 16:26:24,38.27
31-Jan-2012 17:26:24,38.77
31-Jan-2012 18:26:24,40.1
31-Jan-2012 19:26:24,41.02
31-Jan-2012 20:26:24,41.89
31-Jan-2012 21:26:24,41.6
31-Jan-2012 22:26:24,40.03
