DateTime,tramo_power,tramo_energy,power,price,energy_cost,power_cost_by_kW
02-Jan-2013 09:00:00,1,1,89,46.2016,4.1119424,0.0034875
02-Jan-2013 10:00:00,1,1,101,50.214,5.071614,0.0034875
02-Jan-2013 11:00:00,1,1,103,51.824,5.337872,0.0034875
02-Jan-2013 12:00:00,1,1,105,51.58,5.4159,0.0034875
02-Jan-2013 13:00:00,1,1,98,50.8636,4.9846328,0.0034875
02-Jan-2013 14:00:00,2,2,106,50.5656,5.3599536,0.00295416666666667
02-Jan-2013 15:00:00,2,2,92,50.57,4.65244,0.00295416666666667
02-Jan-2013 16:00:00,2,2,86,49.3828,4.2469208,0.00295416666666667
02-Jan-2013 17:00:00,2,2,82,49.458,4.055556,0.00295416666666667
02-Jan-2013 18:00:00,1,1,84,52.4788,4.4082192,0.0034875
02-Jan-2013 19:00:00,1,1,90,56.7052,5.103468,0.0034875
02-Jan-2013 20:00:00,1,1,85,59.6468,5.069978,0.0034875
02-Jan-2013 21:00:00,1,1,75,60.206,4.51545,0.0034875
02-Jan-2013 22:00:00,2,2,76,57.23,4.34948,0.00295416666666667
02-Jan-2013 23:00:00,2,2,59,53.4732,3.1549188,0.00295416666666667
03-Jan-2013 00:00:00,6,6,50,50.122,2.5061,0.000241666666666667
03-Jan-2013 01:00:00,6,6,49,47.1396,2.3098404,0.000241666666666667
03-Jan-2013 02:00:00,6,6,63,44.3684,2.7952092,0.000241666666666667
03-Jan-2013 03:00:00,6,6,64,41.068,2.628352,0.000241666666666667
03-Jan-2013 04:00:00,6,6,62,38.3684,2.3788408,0.000241666666666667
03-Jan-2013 05:00:00,6,6,57,36.432,2.076624,0.000241666666666667
03-Jan-2013 06:00:00,6,6,58,35.5616,2.0625728,0.000241666666666667
03-Jan-2013 07:00:00,6,6,64,35.8584,2.2949376,0.000241666666666667
03-Jan-2013 08:00:00,2,2,82,36.6048,3.0015936,0.00295416666666667
03-Jan-2013 09:00:00,1,1,91,38.062,3.463642,0.0034875
03-Jan-2013 10:00:00,1,1,89,42.0392,3.7414888,0.0034875
03-Jan-2013 11:00:00,1,1,95,47.0156,4.466482,0.0034875
03-Jan-2013 12:00:00,1,1,99,49.728,4.923072,0.0034875
03-Jan-2013 13:00:00,1,1,99,49.012,4.852188,0.0034875
03-Jan-2013 14:00:00,2,2,97,47.2384,4.5821248,0.00295416666666667
03-Jan-2013 15:00:00,2,2,88,45.1672,3.9747136,0.00295416666666667
03-Jan-2013 16:00:00,2,2,81,42.4756,3.4405236,0.00295416666666667
03-Jan-2013 17:00:00,2,2,80,46.114,3.68912,0.00295416666666667
03-Jan-2013 18:00:00,1,1,78,52.8544,4.1226432,0.0034875
03-Jan-2013 19:00:00,1,1,78,57.4728,4.4828784,0.0034875
03-Jan-2013 20:00:00,1,1,78,60.298,4.703244,0.0034875
03-Jan-2013 21:00:00,1,1,68,60.4796,4.1126128,0.0034875
03-Jan-2013 22:00:00,2,2,61,59.664,3.639504,0.00295416666666667
03-Jan-2013 23:00:00,2,2,64,57.1376,3.6568064,0.00295416666666667
04-Jan-2013 00:00:00,6,6,51,54.072,2.757672,0.000241666666666667
04-Jan-2013 01:00:00,6,6,47,51.4752,2.4193344,0.000241666666666667
04-Jan-2013 02:00:00,6,6,64,48.4268,3.0993152,0.000241666666666667
04-Jan-2013 03:00:00,6,6,63,45.2068,2.8480284,0.000241666666666667
04-Jan-2013 04:00:00,6,6,62,42.5916,2.6406792,0.000241666666666667
04-Jan-2013 05:00:00,6,6,60,41.6332,2.497992,0.000241666666666667
04-Jan-2013 06:00:00,6,6,65,43.2328,2.810132,0.000241666666666667
04-Jan-2013 07:00:00,6,6,63,50.94,3.20922,0.000241666666666667
04-Jan-2013 08:00:00,2,2,80,59.36,4.7488,0.00295416666666667
04-Jan-2013 09:00:00,1,1,91,63.5904,5.7867264,0.0034875
04-Jan-2013 10:00:00,1,1,91,66.7496,6.0742136,0.0034875
04-Jan-2013 11:00:00,1,1,97,66.9732,6.4964004,0.0034875
04-Jan-2013 12:00:00,1,1,93,64.8276,6.0289668,0.0034875
04-Jan-2013 13:00:00,1,1,96,63.9356,6.1378176,0.0034875
04-Jan-2013 14:00:00,2,2,100,63.94,6.394,0.00295416666666667
04-Jan-2013 15:00:00,2,2,91,62.8368,5.7181488,0.00295416666666667
04-Jan-2013 16:00:00,2,2,82,62.2388,5.1035816,0.00295416666666667
04-Jan-2013 17:00:00,2,2,78,63.262,4.934436,0.00295416666666667
04-Jan-2013 18:00:00,1,1,77,65.6472,5.0548344,0.0034875
04-Jan-2013 19:00:00,1,1,84,69.2768,5.8192512,0.0034875
04-Jan-2013 20:00:00,1,1,82,71.918,5.897276,0.0034875
04-Jan-2013 21:00:00,1,1,69,71.144,4.908936,0.0034875
04-Jan-2013 22:00:00,2,2,62,67.76,4.20112,0.00295416666666667
04-Jan-2013 23:00:00,2,2,63,64.0288,4.0338144,0.00295416666666667
05-Jan-2013 00:00:00,6,6,50,61.7912,3.08956,0.000241666666666667
05-Jan-2013 01:00:00,6,6,48,63.1708,3.0321984,0.000241666666666667
05-Jan-2013 02:00:00,6,6,65,59.9592,3.897348,0.000241666666666667
05-Jan-2013 03:00:00,6,6,65,53.7916,3.496454,0.000241666666666667
05-Jan-2013 04:00:00,6,6,61,51.328,3.131008,0.000241666666666667
05-Jan-2013 05:00:00,6,6,60,50.714,3.04284,0.000241666666666667
05-Jan-2013 06:00:00,6,6,62,50.9464,3.1586768,0.000241666666666667
05-Jan-2013 07:00:00,6,6,68,55.282,3.759176,0.000241666666666667
05-Jan-2013 08:00:00,6,6,65,63.966,4.15779,0.000241666666666667
05-Jan-2013 09:00:00,6,6,62,69.4816,4.3078592,0.000241666666666667
05-Jan-2013 10:00:00,6,6,69,72.9804,5.0356476,0.000241666666666667
05-Jan-2013 11:00:00,6,6,71,74.1488,5.2645648,0.000241666666666667
05-Jan-2013 12:00:00,6,6,68,72.8248,4.9520864,0.000241666666666667
05-Jan-2013 13:00:00,6,6,71,71.7724,5.0958404,0.000241666666666667
05-Jan-2013 14:00:00,6,6,67,72.0052,4.8243484,0.000241666666666667
05-Jan-2013 15:00:00,6,6,63,70.9688,4.4710344,0.000241666666666667
05-Jan-2013 16:00:00,6,6,62,68.9324,4.2738088,0.000241666666666667
05-Jan-2013 17:00:00,6,6,61,69.1076,4.2155636,0.000241666666666667
05-Jan-2013 18:00:00,6,6,65,70.954,4.61201,0.000241666666666667
05-Jan-2013 19:00:00,6,6,64,76.436,4.891904,0.000241666666666667
05-Jan-2013 20:00:00,6,6,64,80,5.12,0.000241666666666667
05-Jan-2013 21:00:00,6,6,61,77.7544,4.7430184,0.000241666666666667
05-Jan-2013 22:00:00,6,6,66,75.654,4.993164,0.000241666666666667
05-Jan-2013 23:00:00,6,6,62,73.878,4.580436,0.000241666666666667
06-Jan-2013 00:00:00,6,6,50,71.1836,3.55918,0.000241666666666667
06-Jan-2013 01:00:00,6,6,48,69.4512,3.3336576,0.000241666666666667
06-Jan-2013 02:00:00,6,6,61,68.1912,4.1596632,0.000241666666666667
06-Jan-2013 03:00:00,6,6,58,63.536,3.685088,0.000241666666666667
06-Jan-2013 04:00:00,6,6,60,57.7916,3.467496,0.000241666666666667
06-Jan-2013 05:00:00,6,6,59,55.4196,3.2697564,0.000241666666666667
06-Jan-2013 06:00:00,6,6,56,54.236,3.037216,0.000241666666666667
06-Jan-2013 07:00:00,6,6,63,54.4452,3.4300476,0.000241666666666667
06-Jan-2013 08:00:00,6,6,61,62.1408,3.7905888,0.000241666666666667
06-Jan-2013 09:00:00,6,6,58,68.9484,3.9990072,0.000241666666666667
06-Jan-2013 10:00:00,6,6,60,71.9824,4.318944,0.000241666666666667
06-Jan-2013 11:00:00,6,6,56,74.8896,4.1938176,0.000241666666666667
06-Jan-2013 12:00:00,6,6,57,76.6388,4.3684116,0.000241666666666667
06-Jan-2013 13:00:00,6,6,62,77.0848,4.7792576,0.000241666666666667
06-Jan-2013 14:00:00,6,6,58,75.2068,4.3619944,0.000241666666666667
06-Jan-2013 15:00:00,6,6,54,73.3588,3.9613752,0.000241666666666667
06-Jan-2013 16:00:00,6,6,59,71.8272,4.2378048,0.000241666666666667
06-Jan-2013 17:00:00,6,6,58,71.9876,4.1752808,0.000241666666666667
06-Jan-2013 18:00:00,6,6,59,75.734,4.468306,0.000241666666666667
06-Jan-2013 19:00:00,6,6,60,80.996,4.85976,0.000241666666666667
06-Jan-2013 20:00:00,6,6,62,87.074,5.398588,0.000241666666666667
06-Jan-2013 21:00:00,6,6,59,84.176,4.966384,0.000241666666666667
06-Jan-2013 22:00:00,6,6,62,77.248,4.789376,0.000241666666666667
06-Jan-2013 23:00:00,6,6,56,73.552,4.118912,0.000241666666666667
07-Jan-2013 00:00:00,6,6,51,69.5464,3.5468664,0.000241666666666667
07-Jan-2013 01:00:00,6,6,41,72.8376,2.9863416,0.000241666666666667
07-Jan-2013 02:00:00,6,6,62,70.756,4.386872,0.000241666666666667
07-Jan-2013 03:00:00,6,6,58,64.6908,3.7520664,0.000241666666666667
07-Jan-2013 04:00:00,6,6,60,61.2768,3.676608,0.000241666666666667
07-Jan-2013 05:00:00,6,6,56,58.5764,3.2802784,0.000241666666666667
07-Jan-2013 06:00:00,6,6,59,59.484,3.509556,0.000241666666666667
07-Jan-2013 07:00:00,6,6,63,63.086,3.974418,0.000241666666666667
07-Jan-2013 08:00:00,2,2,85,75.6288,6.428448,0.00295416666666667
07-Jan-2013 09:00:00,1,1,86,90.1624,7.7539664,0.0034875
07-Jan-2013 10:00:00,1,1,108,97.2488,10.5028704,0.0034875
07-Jan-2013 11:00:00,1,1,118,99.56,11.74808,0.0034875
07-Jan-2013 12:00:00,1,1,127,100,12.7,0.0034875
07-Jan-2013 13:00:00,1,1,128,100,12.8,0.0034875
07-Jan-2013 14:00:00,2,2,125,100,12.5,0.00295416666666667
07-Jan-2013 15:00:00,2,2,113,100,11.3,0.00295416666666667
07-Jan-2013 16:00:00,2,2,114,99.916,11.390424,0.00295416666666667
07-Jan-2013 17:00:00,2,2,115,98.73,11.35395,0.00295416666666667
07-Jan-2013 18:00:00,1,1,114,99.054,11.292156,0.0034875
07-Jan-2013 19:00:00,1,1,111,103.892,11.532012,0.0034875
07-Jan-2013 20:00:00,1,1,101,108.0812,10.9162012,0.0034875
07-Jan-2013 21:00:00,1,1,91,104.9828,9.5534348,0.0034875
07-Jan-2013 22:00:00,2,2,78,101.4692,7.9145976,0.00295416666666667
07-Jan-2013 23:00:00,2,2,64,100.5148,6.4329472,0.00295416666666667
08-Jan-2013 00:00:00,6,6,52,94.4,4.9088,0.000241666666666667
08-Jan-2013 01:00:00,6,6,49,93.3488,4.5740912,0.000241666666666667
08-Jan-2013 02:00:00,6,6,64,85.872,5.495808,0.000241666666666667
08-Jan-2013 03:00:00,6,6,61,73.2372,4.4674692,0.000241666666666667
08-Jan-2013 04:00:00,6,6,61,67.002,4.087122,0.000241666666666667
08-Jan-2013 05:00:00,6,6,59,62.2,3.6698,0.000241666666666667
08-Jan-2013 06:00:00,6,6,65,60.616,3.94004,0.000241666666666667
08-Jan-2013 07:00:00,6,6,68,65.8096,4.4750528,0.000241666666666667
08-Jan-2013 08:00:00,2,2,90,79.2652,7.133868,0.00295416666666667
08-Jan-2013 09:00:00,1,1,94,96.2316,9.0457704,0.0034875
08-Jan-2013 10:00:00,1,1,104,107.4096,11.1705984,0.0034875
08-Jan-2013 11:00:00,1,1,109,110.198,12.011582,0.0034875
08-Jan-2013 12:00:00,1,1,111,110.252,12.237972,0.0034875
08-Jan-2013 13:00:00,1,1,111,110.198,12.231978,0.0034875
08-Jan-2013 14:00:00,2,2,114,110,12.54,0.00295416666666667
08-Jan-2013 15:00:00,2,2,110,108.74,11.9614,0.00295416666666667
08-Jan-2013 16:00:00,2,2,104,103.9588,10.8117152,0.00295416666666667
08-Jan-2013 17:00:00,2,2,106,100.6328,10.6670768,0.00295416666666667
08-Jan-2013 18:00:00,1,1,108,105.7584,11.4219072,0.0034875
08-Jan-2013 19:00:00,1,1,104,111.8872,11.6362688,0.0034875
08-Jan-2013 20:00:00,1,1,96,114.2212,10.9652352,0.0034875
08-Jan-2013 21:00:00,1,1,86,112.1516,9.6450376,0.0034875
08-Jan-2013 22:00:00,2,2,78,110,8.58,0.00295416666666667
08-Jan-2013 23:00:00,2,2,62,102.972,6.384264,0.00295416666666667
09-Jan-2013 00:00:00,6,6,50,84.5924,4.22962,0.000241666666666667
09-Jan-2013 01:00:00,6,6,47,72.0708,3.3873276,0.000241666666666667
09-Jan-2013 02:00:00,6,6,65,65.3932,4.250558,0.000241666666666667
09-Jan-2013 03:00:00,6,6,64,58.4592,3.7413888,0.000241666666666667
09-Jan-2013 04:00:00,6,6,63,53.6752,3.3815376,0.000241666666666667
09-Jan-2013 05:00:00,6,6,62,50.9672,3.1599664,0.000241666666666667
09-Jan-2013 06:00:00,6,6,55,50.25,2.76375,0.000241666666666667
09-Jan-2013 07:00:00,6,6,63,50.8884,3.2059692,0.000241666666666667
09-Jan-2013 08:00:00,2,2,87,53.7588,4.6770156,0.00295416666666667
09-Jan-2013 09:00:00,1,1,96,58.2912,5.5959552,0.0034875
09-Jan-2013 10:00:00,1,1,110,66.9084,7.359924,0.0034875
09-Jan-2013 11:00:00,1,1,110,83.2188,9.154068,0.0034875
09-Jan-2013 12:00:00,1,1,120,94.2332,11.307984,0.0034875
09-Jan-2013 13:00:00,1,1,114,84.2424,9.6036336,0.0034875
09-Jan-2013 14:00:00,2,2,120,75.0256,9.003072,0.00295416666666667
09-Jan-2013 15:00:00,2,2,116,75.9316,8.8080656,0.00295416666666667
09-Jan-2013 16:00:00,2,2,119,74.5176,8.8675944,0.00295416666666667
09-Jan-2013 17:00:00,2,2,119,74.334,8.845746,0.00295416666666667
09-Jan-2013 18:00:00,1,1,120,89.22,10.7064,0.0034875
09-Jan-2013 19:00:00,1,1,116,108.3384,12.5672544,0.0034875
09-Jan-2013 20:00:00,1,1,108,117.7516,12.7171728,0.0034875
09-Jan-2013 21:00:00,1,1,96,120.6944,11.5866624,0.0034875
09-Jan-2013 22:00:00,2,2,86,120.932,10.400152,0.00295416666666667
09-Jan-2013 23:00:00,2,2,71,117.5036,8.3427556,0.00295416666666667
10-Jan-2013 00:00:00,6,6,49,107.3896,5.2620904,0.000241666666666667
10-Jan-2013 01:00:00,6,6,49,79.3404,3.8876796,0.000241666666666667
10-Jan-2013 02:00:00,6,6,66,58.5,3.861,0.000241666666666667
10-Jan-2013 03:00:00,6,6,65,54.2884,3.528746,0.000241666666666667
10-Jan-2013 04:00:00,6,6,73,50.8384,3.7112032,0.000241666666666667
10-Jan-2013 05:00:00,6,6,69,48.7052,3.3606588,0.000241666666666667
10-Jan-2013 06:00:00,6,6,67,48.7972,3.2694124,0.000241666666666667
10-Jan-2013 07:00:00,6,6,71,50.078,3.555538,0.000241666666666667
10-Jan-2013 08:00:00,2,2,93,50.5116,4.6975788,0.00295416666666667
10-Jan-2013 09:00:00,1,1,92,50.9972,4.6917424,0.0034875
10-Jan-2013 10:00:00,1,1,104,54.8648,5.7059392,0.0034875
10-Jan-2013 11:00:00,1,1,114,59.3732,6.7685448,0.0034875
10-Jan-2013 12:00:00,1,1,114,61.2528,6.9828192,0.0034875
10-Jan-2013 13:00:00,1,1,114,60.8916,6.9416424,0.0034875
10-Jan-2013 14:00:00,2,2,119,58.1612,6.9211828,0.00295416666666667
10-Jan-2013 15:00:00,2,2,117,56.7348,6.6379716,0.00295416666666667
10-Jan-2013 16:00:00,2,2,109,56.6652,6.1765068,0.00295416666666667
10-Jan-2013 17:00:00,2,2,110,56.4716,6.211876,0.00295416666666667
10-Jan-2013 18:00:00,1,1,113,59.9248,6.7715024,0.0034875
10-Jan-2013 19:00:00,1,1,106,80.744,8.558864,0.0034875
10-Jan-2013 20:00:00,1,1,93,102.14,9.49902,0.0034875
10-Jan-2013 21:00:00,1,1,95,109.1724,10.371378,0.0034875
10-Jan-2013 22:00:00,2,2,86,110.1276,9.4709736,0.00295416666666667
10-Jan-2013 23:00:00,2,2,64,104.6016,6.6945024,0.00295416666666667
11-Jan-2013 00:00:00,6,6,43,82.1152,3.5309536,0.000241666666666667
11-Jan-2013 01:00:00,6,6,40,62.4432,2.497728,0.000241666666666667
11-Jan-2013 02:00:00,6,6,69,55.4164,3.8237316,0.000241666666666667
11-Jan-2013 03:00:00,6,6,65,51.8908,3.372902,0.000241666666666667
11-Jan-2013 04:00:00,6,6,63,49.0892,3.0926196,0.000241666666666667
11-Jan-2013 05:00:00,6,6,60,46.9452,2.816712,0.000241666666666667
11-Jan-2013 06:00:00,6,6,58,49.6864,2.8818112,0.000241666666666667
11-Jan-2013 07:00:00,6,6,63,58.0176,3.6551088,0.000241666666666667
11-Jan-2013 08:00:00,2,2,86,71.1284,6.1170424,0.00295416666666667
11-Jan-2013 09:00:00,1,1,88,88.0248,7.7461824,0.0034875
11-Jan-2013 10:00:00,1,1,96,97.3464,9.3452544,0.0034875
11-Jan-2013 11:00:00,1,1,113,97.0536,10.9670568,0.0034875
11-Jan-2013 12:00:00,1,1,108,88.9072,9.6019776,0.0034875
11-Jan-2013 13:00:00,1,1,110,81.474,8.96214,0.0034875
11-Jan-2013 14:00:00,2,2,118,80.5488,9.5047584,0.00295416666666667
11-Jan-2013 15:00:00,2,2,106,79.1712,8.3921472,0.00295416666666667
11-Jan-2013 16:00:00,2,2,104,76.2212,7.9270048,0.00295416666666667
11-Jan-2013 17:00:00,2,2,104,79.6848,8.2872192,0.00295416666666667
11-Jan-2013 18:00:00,1,1,104,91.6268,9.5291872,0.0034875
11-Jan-2013 19:00:00,1,1,105,104.4244,10.964562,0.0034875
11-Jan-2013 20:00:00,1,1,99,115.3228,11.4169572,0.0034875
11-Jan-2013 21:00:00,1,1,88,120.6384,10.6161792,0.0034875
11-Jan-2013 22:00:00,2,2,81,120.5016,9.7606296,0.00295416666666667
11-Jan-2013 23:00:00,2,2,62,111.6,6.9192,0.00295416666666667
12-Jan-2013 00:00:00,6,6,51,93.9456,4.7912256,0.000241666666666667
12-Jan-2013 01:00:00,6,6,48,79.6936,3.8252928,0.000241666666666667
12-Jan-2013 02:00:00,6,6,65,68.1408,4.429152,0.000241666666666667
12-Jan-2013 03:00:00,6,6,62,59.14,3.66668,0.000241666666666667
12-Jan-2013 04:00:00,6,6,62,56.0408,3.4745296,0.000241666666666667
12-Jan-2013 05:00:00,6,6,59,55.4,3.2686,0.000241666666666667
12-Jan-2013 06:00:00,6,6,63,55.6448,3.5056224,0.000241666666666667
12-Jan-2013 07:00:00,6,6,65,61.9628,4.027582,0.000241666666666667
12-Jan-2013 08:00:00,6,6,62,76.3896,4.7361552,0.000241666666666667
12-Jan-2013 09:00:00,6,6,72,92.0972,6.6309984,0.000241666666666667
12-Jan-2013 10:00:00,6,6,69,101.0072,6.9694968,0.000241666666666667
12-Jan-2013 11:00:00,6,6,74,101.724,7.527576,0.000241666666666667
12-Jan-2013 12:00:00,6,6,77,99.2564,7.6427428,0.000241666666666667
12-Jan-2013 13:00:00,6,6,74,95.8452,7.0925448,0.000241666666666667
12-Jan-2013 14:00:00,6,6,73,94.05,6.86565,0.000241666666666667
12-Jan-2013 15:00:00,6,6,67,91.0036,6.0972412,0.000241666666666667
12-Jan-2013 16:00:00,6,6,63,80.6356,5.0800428,0.000241666666666667
12-Jan-2013 17:00:00,6,6,64,74.7396,4.7833344,0.000241666666666667
12-Jan-2013 18:00:00,6,6,61,82.3212,5.0215932,0.000241666666666667
12-Jan-2013 19:00:00,6,6,65,95.89,6.23285,0.000241666666666667
12-Jan-2013 20:00:00,6,6,67,107.0004,7.1690268,0.000241666666666667
12-Jan-2013 21:00:00,6,6,64,112.6428,7.2091392,0.000241666666666667
12-Jan-2013 22:00:00,6,6,70,110.6432,7.745024,0.000241666666666667
12-Jan-2013 23:00:00,6,6,64,97.9156,6.2665984,0.000241666666666667
13-Jan-2013 00:00:00,6,6,51,79.1416,4.0362216,0.000241666666666667
13-Jan-2013 01:00:00,6,6,48,73.018,3.504864,0.000241666666666667
13-Jan-2013 02:00:00,6,6,55,73.5604,4.045822,0.000241666666666667
13-Jan-2013 03:00:00,6,6,60,68.3,4.098,0.000241666666666667
13-Jan-2013 04:00:00,6,6,59,63.88,3.76892,0.000241666666666667
13-Jan-2013 05:00:00,6,6,57,62.076,3.538332,0.000241666666666667
13-Jan-2013 06:00:00,6,6,57,63.31,3.60867,0.000241666666666667
13-Jan-2013 07:00:00,6,6,63,69.9796,4.4087148,0.000241666666666667
13-Jan-2013 08:00:00,6,6,61,82.4044,5.0266684,0.000241666666666667
13-Jan-2013 09:00:00,6,6,57,93.7488,5.3436816,0.000241666666666667
13-Jan-2013 10:00:00,6,6,57,98.3312,5.6048784,0.000241666666666667
13-Jan-2013 11:00:00,6,6,54,98.6472,5.3269488,0.000241666666666667
13-Jan-2013 12:00:00,6,6,56,98.0732,5.4920992,0.000241666666666667
13-Jan-2013 13:00:00,6,6,54,97.4368,5.2615872,0.000241666666666667
13-Jan-2013 14:00:00,6,6,53,97.12,5.14736,0.000241666666666667
13-Jan-2013 15:00:00,6,6,54,97.3216,5.2553664,0.000241666666666667
13-Jan-2013 16:00:00,6,6,56,97.2784,5.4475904,0.000241666666666667
13-Jan-2013 17:00:00,6,6,53,97.82,5.18446,0.000241666666666667
13-Jan-2013 18:00:00,6,6,54,99.5292,5.3745768,0.000241666666666667
13-Jan-2013 19:00:00,6,6,57,101.3304,5.7758328,0.000241666666666667
13-Jan-2013 20:00:00,6,6,56,106.1684,5.9454304,0.000241666666666667
13-Jan-2013 21:00:00,6,6,55,111.3352,6.123436,0.000241666666666667
13-Jan-2013 22:00:00,6,6,55,107.7496,5.926228,0.000241666666666667
13-Jan-2013 23:00:00,6,6,56,101.8964,5.7061984,0.000241666666666667
14-Jan-2013 00:00:00,6,6,50,91.7992,4.58996,0.000241666666666667
14-Jan-2013 01:00:00,6,6,41,90.6044,3.7147804,0.000241666666666667
14-Jan-2013 02:00:00,6,6,56,81.196,4.546976,0.000241666666666667
14-Jan-2013 03:00:00,6,6,53,68.838,3.648414,0.000241666666666667
14-Jan-2013 04:00:00,6,6,55,64.57,3.55135,0.000241666666666667
14-Jan-2013 05:00:00,6,6,55,60.946,3.35203,0.000241666666666667
14-Jan-2013 06:00:00,6,6,56,60.2184,3.3722304,0.000241666666666667
14-Jan-2013 07:00:00,6,6,58,64.4556,3.7384248,0.000241666666666667
14-Jan-2013 08:00:00,2,2,80,76.3692,6.109536,0.00295416666666667
14-Jan-2013 09:00:00,1,1,86,89.8168,7.7242448,0.0034875
14-Jan-2013 10:00:00,1,1,115,96.7528,11.126572,0.0034875
14-Jan-2013 11:00:00,1,1,126,97.4972,12.2846472,0.0034875
14-Jan-2013 12:00:00,1,1,118,95.88,11.31384,0.0034875
14-Jan-2013 13:00:00,1,1,119,91.5,10.8885,0.0034875
14-Jan-2013 14:00:00,2,2,122,88.5036,10.7974392,0.00295416666666667
14-Jan-2013 15:00:00,2,2,116,88.5564,10.2725424,0.00295416666666667
14-Jan-2013 16:00:00,2,2,122,85.4572,10.4257784,0.00295416666666667
14-Jan-2013 17:00:00,2,2,118,86.1628,10.1672104,0.00295416666666667
14-Jan-2013 18:00:00,1,1,112,92.7988,10.3934656,0.0034875
14-Jan-2013 19:00:00,1,1,108,98.3264,10.6192512,0.0034875
14-Jan-2013 20:00:00,1,1,109,102.1356,11.1327804,0.0034875
14-Jan-2013 21:00:00,1,1,91,105.9424,9.6407584,0.0034875
14-Jan-2013 22:00:00,2,2,71,105.0152,7.4560792,0.00295416666666667
14-Jan-2013 23:00:00,2,2,65,100.7396,6.548074,0.00295416666666667
15-Jan-2013 00:00:00,6,6,53,97.1124,5.1469572,0.000241666666666667
15-Jan-2013 01:00:00,6,6,49,80.6156,3.9501644,0.000241666666666667
15-Jan-2013 02:00:00,6,6,68,63.894,4.344792,0.000241666666666667
15-Jan-2013 03:00:00,6,6,66,57.4688,3.7929408,0.000241666666666667
15-Jan-2013 04:00:00,6,6,61,54.9872,3.3542192,0.000241666666666667
15-Jan-2013 05:00:00,6,6,60,53.536,3.21216,0.000241666666666667
15-Jan-2013 06:00:00,6,6,61,53.652,3.272772,0.000241666666666667
15-Jan-2013 07:00:00,6,6,65,59.1992,3.847948,0.000241666666666667
15-Jan-2013 08:00:00,2,2,87,71.3532,6.2077284,0.00295416666666667
15-Jan-2013 09:00:00,1,1,97,84.716,8.217452,0.0034875
15-Jan-2013 10:00:00,1,1,108,94.3632,10.1912256,0.0034875
15-Jan-2013 11:00:00,1,1,115,93.8008,10.787092,0.0034875
15-Jan-2013 12:00:00,1,1,120,88.6068,10.632816,0.0034875
15-Jan-2013 13:00:00,1,1,126,82.6468,10.4134968,0.0034875
15-Jan-2013 14:00:00,2,2,123,77.7884,9.5679732,0.00295416666666667
15-Jan-2013 15:00:00,2,2,120,76.92,9.2304,0.00295416666666667
15-Jan-2013 16:00:00,2,2,117,77.0504,9.0148968,0.00295416666666667
