DateTime,tramo_power,tramo_energy,power,price,energy_cost,power_cost_by_kW,power_cost,cost
14-Apr-2013 00:00:00,2,3,36,0.01,0.00036,0.00295416666666667,0.259966666666667,0.260326666666667
14-Apr-2013 01:00:00,2,3,44,0.01,0.00044,0.00295416666666667,0.259966666666667,0.260406666666667
14-Apr-2013 02:00:00,2,3,36,0.01,0.00036,0.00295416666666667,0.259966666666667,0.260326666666667
14-Apr-2013 03:00:00,2,3,49,0.01,0.00049,0.00295416666666667,0.259966666666667,0.260456666666667
14-Apr-2013 04:00:00,2,3,41,0.01,0.00041,0.00295416666666667,0.259966666666667,0.260376666666667
14-Apr-2013 05:00:00,2,3,48,0.01,0.00048,0.00295416666666667,0.259966666666667,0.260446666666667
14-Apr-2013 06:00:00,2,3,46,0.01,0.00046,0.00295416666666667,0.259966666666667,0.260426666666667
14-Apr-2013 07:00:00,2,3,45,0.01,0.00045,0.00295416666666667,0.259966666666667,0.260416666666667
14-Apr-2013 08:00:00,2,3,38,0.01,0.00038,0.00295416666666667,0.259966666666667,0.260346666666667
14-Apr-2013 09:00:00,2,3,44,0.01,0.00044,0.00295416666666667,0.259966666666667,0.260406666666667
14-Apr-2013 10:00:00,2,3,43,0.01,0.00043,0.00295416666666667,0.259966666666667,0.260396666666667
14-Apr-2013 11:00:00,2,3,49,0.01,0.00049,0.00295416666666667,0.259966666666667,0.260456666666667
14-Apr-2013 12:00:00,2,3,52,0.01,0.00052,0.00295416666666667,0.259966666666667,0.260486666666667
14-Apr-2013 13:00:00,2,3,37,0.01,0.00037,0.00295416666666667,0.259966666666667,0.260336666666667
14-Apr-2013 14:00:00,2,3,35,0.01,0.00035,0.00295416666666667,0.259966666666667,0.260316666666667
14-Apr-2013 15:00:00,2,3,44,0.01,0.00044,0.00295416666666667,0.259966666666667,0.260406666666667
14-Apr-2013 16:00:00,2,3,43,0.01,0.00043,0.00295416666666667,0.259966666666667,0.260396666666667
14-Apr-2013 17:00:00,2,3,35,0.01,0.00035,0.00295416666666667,0.259966666666667,0.260316666666667
14-Apr-2013 18:00:00,2,3,34,0.01,0.00034,0.00295416666666667,0.259966666666667,0.260306666666667
14-Apr-2013 19:00:00,2,3,38,0.01,0.00038,0.00295416666666667,0.259966666666667,0.260346666666667
14-Apr-2013 20:00:00,2,3,34,0.01,0.00034,0.00295416666666667,0.259966666666667,0.260306666666667
14-Apr-2013 21:00:00,2,3,45,0.01,0.00045,0.00295416666666667,0.259966666666667,0.260416666666667
14-Apr-2013 22:00:00,2,3,45,0.01,0.00045,0.00295416666666667,0.259966666666667,0.260416666666667
14-Apr-2013 23:00:00,2,3,40,0.01,0.0004,0.00295416666666667,0.259966666666667,0.260366666666667
15-Apr-2013 00:00:00,2,3,31,0.01,0.00031,0.00295416666666667,0.259966666666667,0.260276666666667
15-Apr-2013 01:00:00,2,3,34,0.01,0.00034,0.00295416666666667,0.259966666666667,0.260306666666667
15-Apr-2013 02:00:00,2,3,34,0.01,0.00034,0.00295416666666667,0.259966666666667,0.260306666666667
15-Apr-2013 03:00:00,2,3,35,0.01,0.00035,0.00295416666666667,0.259966666666667,0.260316666666667
15-Apr-2013 04:00:00,2,3,34,0.01,0.00034,0.00295416666666667,0.259966666666667,0.260306666666667
15-Apr-2013 05:00:00,2,3,34,0.01,0.00034,0.00295416666666667,0.259966666666667,0.260306666666667
15-Apr-2013 06:00:00,2,3,37,0.01,0.00037,0.00295416666666667,0.259966666666667,0.260336666666667
15-Apr-2013 07:00:00,1,3,52,0.01,0.00052,0.0034875,0.453375,0.453895
15-Apr-2013 08:00:00,1,2,57,0.05,0.00285,0.0034875,0.453375,0.456225
15-Apr-2013 09:00:00,1,2,85,0.05,0.00425,0.0034875,0.453375,0.457625
15-Apr-2013 10:00:00,1,1,93,0.1,0.0093,0.0034875,0.453375,0.462675
15-Apr-2013 11:00:00,1,1,97,0.1,0.0097,0.0034875,0.453375,0.463075
15-Apr-2013 12:00:00,1,1,99,0.1,0.0099,0.0034875,0.453375,0.463275
15-Apr-2013 13:00:00,1,1,98,0.1,0.0098,0.0034875,0.453375,0.463175
15-Apr-2013 14:00:00,1,2,100,0.05,0.005,0.0034875,0.453375,0.458375
15-Apr-2013 15:00:00,1,2,97,0.05,0.00485,0.0034875,0.453375,0.458225
15-Apr-2013 16:00:00,1,2,85,0.05,0.00425,0.0034875,0.453375,0.457625
15-Apr-2013 17:00:00,1,2,84,0.05,0.0042,0.0034875,0.453375,0.457575
15-Apr-2013 18:00:00,1,1,67,0.1,0.0067,0.0034875,0.453375,0.460075
15-Apr-2013 19:00:00,1,1,62,0.1,0.0062,0.0034875,0.453375,0.459575
15-Apr-2013 20:00:00,1,1,61,0.1,0.0061,0.0034875,0.453375,0.459475
15-Apr-2013 21:00:00,1,1,52,0.1,0.0052,0.0034875,0.453375,0.458575
15-Apr-2013 22:00:00,1,2,46,0.05,0.0023,0.0034875,0.453375,0.455675
15-Apr-2013 23:00:00,1,2,35,0.05,0.00175,0.0034875,0.453375,0.455125
16-Apr-2013 00:00:00,2,3,33,0.01,0.00033,0.00295416666666667,0.259966666666667,0.260296666666667
16-Apr-2013 01:00:00,2,3,38,0.01,0.00038,0.00295416666666667,0.259966666666667,0.260346666666667
16-Apr-2013 02:00:00,2,3,36,0.01,0.00036,0.00295416666666667,0.259966666666667,0.260326666666667
16-Apr-2013 03:00:00,2,3,36,0.01,0.00036,0.00295416666666667,0.259966666666667,0.260326666666667
16-Apr-2013 04:00:00,2,3,43,0.01,0.00043,0.00295416666666667,0.259966666666667,0.260396666666667
16-Apr-2013 05:00:00,2,3,36,0.01,0.00036,0.00295416666666667,0.259966666666667,0.260326666666667
16-Apr-2013 06:00:00,2,3,40,0.01,0.0004,0.00295416666666667,0.259966666666667,0.260366666666667
16-Apr-2013 07:00:00,1,3,56,0.01,0.00056,0.0034875,0.453375,0.453935
16-Apr-2013 08:00:00,1,2,62,0.05,0.0031,0.0034875,0.453375,0.456475
16-Apr-2013 09:00:00,1,2,85,0.05,0.00425,0.0034875,0.453375,0.457625
16-Apr-2013 10:00:00,1,1,92,0.1,0.0092,0.0034875,0.453375,0.462575
16-Apr-2013 11:00:00,1,1,102,0.1,0.0102,0.0034875,0.453375,0.463575
16-Apr-2013 12:00:00,1,1,102,0.1,0.0102,0.0034875,0.453375,0.463575
16-Apr-2013 13:00:00,1,1,98,0.1,0.0098,0.0034875,0.453375,0.463175
16-Apr-2013 14:00:00,1,2,88,0.05,0.0044,0.0034875,0.453375,0.457775
16-Apr-2013 15:00:00,1,2,78,0.05,0.0039,0.0034875,0.453375,0.457275
16-Apr-2013 16:00:00,1,2,81,0.05,0.00405,0.0034875,0.453375,0.457425
16-Apr-2013 17:00:00,1,2,72,0.05,0.0036,0.0034875,0.453375,0.456975
16-Apr-2013 18:00:00,1,1,76,0.1,0.0076,0.0034875,0.453375,0.460975
16-Apr-2013 19:00:00,1,1,66,0.1,0.0066,0.0034875,0.453375,0.459975
16-Apr-2013 20:00:00,1,1,61,0.1,0.0061,0.0034875,0.453375,0.459475
16-Apr-2013 21:00:00,1,1,59,0.1,0.0059,0.0034875,0.453375,0.459275
16-Apr-2013 22:00:00,1,2,39,0.05,0.00195,0.0034875,0.453375,0.455325
16-Apr-2013 23:00:00,1,2,36,0.05,0.0018,0.0034875,0.453375,0.455175
17-Apr-2013 00:00:00,2,3,35,0.01,0.00035,0.00295416666666667,0.259966666666667,0.260316666666667
17-Apr-2013 01:00:00,2,3,36,0.01,0.00036,0.00295416666666667,0.259966666666667,0.260326666666667
17-Apr-2013 02:00:00,2,3,36,0.01,0.00036,0.00295416666666667,0.259966666666667,0.260326666666667
17-Apr-2013 03:00:00,2,3,36,0.01,0.00036,0.00295416666666667,0.259966666666667,0.260326666666667
17-Apr-2013 04:00:00,2,3,35,0.01,0.00035,0.00295416666666667,0.259966666666667,0.260316666666667
17-Apr-2013 05:00:00,2,3,36,0.01,0.00036,0.00295416666666667,0.259966666666667,0.260326666666667
17-Apr-2013 06:00:00,2,3,43,0.01,0.00043,0.00295416666666667,0.259966666666667,0.260396666666667
17-Apr-2013 07:00:00,1,3,56,0.01,0.00056,0.0034875,0.453375,0.453935
17-Apr-2013 08:00:00,1,2,61,0.05,0.00305,0.0034875,0.453375,0.456425
17-Apr-2013 09:00:00,1,2,80,0.05,0.004,0.0034875,0.453375,0.457375
17-Apr-2013 10:00:00,1,1,93,0.1,0.0093,0.0034875,0.453375,0.462675
17-Apr-2013 11:00:00,1,1,95,0.1,0.0095,0.0034875,0.453375,0.462875
17-Apr-2013 12:00:00,1,1,96,0.1,0.0096,0.0034875,0.453375,0.462975
17-Apr-2013 13:00:00,1,1,109,0.1,0.0109,0.0034875,0.453375,0.464275
17-Apr-2013 14:00:00,1,2,98,0.05,0.0049,0.0034875,0.453375,0.458275
17-Apr-2013 15:00:00,1,2,99,0.05,0.00495,0.0034875,0.453375,0.458325
17-Apr-2013 16:00:00,1,2,90,0.05,0.0045,0.0034875,0.453375,0.457875
17-Apr-2013 17:00:00,1,2,92,0.05,0.0046,0.0034875,0.453375,0.457975
17-Apr-2013 18:00:00,1,1,84,0.1,0.0084,0.0034875,0.453375,0.461775
17-Apr-2013 19:00:00,1,1,74,0.1,0.0074,0.0034875,0.453375,0.460775
17-Apr-2013 20:00:00,1,1,64,0.1,0.0064,0.0034875,0.453375,0.459775
17-Apr-2013 21:00:00,1,1,59,0.1,0.0059,0.0034875,0.453375,0.459275
17-Apr-2013 22:00:00,1,2,51,0.05,0.00255,0.0034875,0.453375,0.455925
17-Apr-2013 23:00:00,1,2,43,0.05,0.00215,0.0034875,0.453375,0.455525
18-Apr-2013 00:00:00,2,3,42,0.01,0.00042,0.00295416666666667,0.259966666666667,0.260386666666667
18-Apr-2013 01:00:00,2,3,36,0.01,0.00036,0.00295416666666667,0.259966666666667,0.260326666666667
18-Apr-2013 02:00:00,2,3,43,0.01,0.00043,0.00295416666666667,0.259966666666667,0.260396666666667
18-Apr-2013 03:00:00,2,3,45,0.01,0.00045,0.00295416666666667,0.259966666666667,0.260416666666667
18-Apr-2013 04:00:00,2,3,49,0.01,0.00049,0.00295416666666667,0.259966666666667,0.260456666666667
18-Apr-2013 05:00:00,2,3,44,0.01,0.00044,0.00295416666666667,0.259966666666667,0.260406666666667
18-Apr-2013 06:00:00,2,3,48,0.01,0.00048,0.00295416666666667,0.259966666666667,0.260446666666667
18-Apr-2013 07:00:00,1,3,66,0.01,0.00066,0.0034875,0.453375,0.454035
18-Apr-2013 08:00:00,1,2,73,0.05,0.00365,0.0034875,0.453375,0.457025
18-Apr-2013 09:00:00,1,2,91,0.05,0.00455,0.0034875,0.453375,0.457925
18-Apr-2013 10:00:00,1,1,108,0.1,0.0108,0.0034875,0.453375,0.464175
18-Apr-2013 11:00:00,1,1,113,0.1,0.0113,0.0034875,0.453375,0.464675
18-Apr-2013 12:00:00,1,1,103,0.1,0.0103,0.0034875,0.453375,0.463675
18-Apr-2013 13:00:00,1,1,102,0.1,0.0102,0.0034875,0.453375,0.463575
18-Apr-2013 14:00:00,1,2,97,0.05,0.00485,0.0034875,0.453375,0.458225
18-Apr-2013 15:00:00,1,2,94,0.05,0.0047,0.0034875,0.453375,0.458075
18-Apr-2013 16:00:00,1,2,85,0.05,0.00425,0.0034875,0.453375,0.457625
18-Apr-2013 17:00:00,1,2,80,0.05,0.004,0.0034875,0.453375,0.457375
18-Apr-2013 18:00:00,1,1,75,0.1,0.0075,0.0034875,0.453375,0.460875
18-Apr-2013 19:00:00,1,1,75,0.1,0.0075,0.0034875,0.453375,0.460875
18-Apr-2013 20:00:00,1,1,69,0.1,0.0069,0.0034875,0.453375,0.460275
18-Apr-2013 21:00:00,1,1,59,0.1,0.0059,0.0034875,0.453375,0.459275
18-Apr-2013 22:00:00,1,2,53,0.05,0.00265,0.0034875,0.453375,0.456025
18-Apr-2013 23:00:00,1,2,46,0.05,0.0023,0.0034875,0.453375,0.455675
19-Apr-2013 00:00:00,2,3,35,0.01,0.00035,0.00295416666666667,0.259966666666667,0.260316666666667
19-Apr-2013 01:00:00,2,3,47,0.01,0.00047,0.00295416666666667,0.259966666666667,0.260436666666667
19-Apr-2013 02:00:00,2,3,52,0.01,0.00052,0.00295416666666667,0.259966666666667,0.260486666666667
19-Apr-2013 03:00:00,2,3,51,0.01,0.00051,0.00295416666666667,0.259966666666667,0.260476666666667
19-Apr-2013 04:00:00,2,3,48,0.01,0.00048,0.00295416666666667,0.259966666666667,0.260446666666667
19-Apr-2013 05:00:00,2,3,44,0.01,0.00044,0.00295416666666667,0.259966666666667,0.260406666666667
19-Apr-2013 06:00:00,2,3,49,0.01,0.00049,0.00295416666666667,0.259966666666667,0.260456666666667
19-Apr-2013 07:00:00,1,3,58,0.01,0.00058,0.0034875,0.453375,0.453955
19-Apr-2013 08:00:00,1,2,66,0.05,0.0033,0.0034875,0.453375,0.456675
19-Apr-2013 09:00:00,1,2,88,0.05,0.0044,0.0034875,0.453375,0.457775
19-Apr-2013 10:00:00,1,1,106,0.1,0.0106,0.0034875,0.453375,0.463975
19-Apr-2013 11:00:00,1,1,116,0.1,0.0116,0.0034875,0.453375,0.464975
19-Apr-2013 12:00:00,1,1,103,0.1,0.0103,0.0034875,0.453375,0.463675
19-Apr-2013 13:00:00,1,1,108,0.1,0.0108,0.0034875,0.453375,0.464175
19-Apr-2013 14:00:00,1,2,95,0.05,0.00475,0.0034875,0.453375,0.458125
19-Apr-2013 15:00:00,1,2,92,0.05,0.0046,0.0034875,0.453375,0.457975
19-Apr-2013 16:00:00,1,2,81,0.05,0.00405,0.0034875,0.453375,0.457425
19-Apr-2013 17:00:00,1,2,78,0.05,0.0039,0.0034875,0.453375,0.457275
19-Apr-2013 18:00:00,1,1,73,0.1,0.0073,0.0034875,0.453375,0.460675
19-Apr-2013 19:00:00,1,1,74,0.1,0.0074,0.0034875,0.453375,0.460775
19-Apr-2013 20:00:00,1,1,70,0.1,0.007,0.0034875,0.453375,0.460375
19-Apr-2013 21:00:00,1,1,56,0.1,0.0056,0.0034875,0.453375,0.458975
19-Apr-2013 22:00:00,1,2,42,0.05,0.0021,0.0034875,0.453375,0.455475
19-Apr-2013 23:00:00,1,2,36,0.05,0.0018,0.0034875,0.453375,0.455175
20-Apr-2013 00:00:00,2,3,39,0.01,0.00039,0.00295416666666667,0.259966666666667,0.260356666666667
20-Apr-2013 01:00:00,2,3,37,0.01,0.00037,0.00295416666666667,0.259966666666667,0.260336666666667
20-Apr-2013 02:00:00,2,3,36,0.01,0.00036,0.00295416666666667,0.259966666666667,0.260326666666667
20-Apr-2013 03:00:00,2,3,36,0.01,0.00036,0.00295416666666667,0.259966666666667,0.260326666666667
20-Apr-2013 04:00:00,2,3,39,0.01,0.00039,0.00295416666666667,0.259966666666667,0.260356666666667
20-Apr-2013 05:00:00,2,3,37,0.01,0.00037,0.00295416666666667,0.259966666666667,0.260336666666667
20-Apr-2013 06:00:00,2,3,38,0.01,0.00038,0.00295416666666667,0.259966666666667,0.260346666666667
20-Apr-2013 07:00:00,2,3,40,0.01,0.0004,0.00295416666666667,0.259966666666667,0.260366666666667
20-Apr-2013 08:00:00,2,3,41,0.01,0.00041,0.00295416666666667,0.259966666666667,0.260376666666667
20-Apr-2013 09:00:00,2,3,45,0.01,0.00045,0.00295416666666667,0.259966666666667,0.260416666666667
20-Apr-2013 10:00:00,2,3,46,0.01,0.00046,0.00295416666666667,0.259966666666667,0.260426666666667
20-Apr-2013 11:00:00,2,3,48,0.01,0.00048,0.00295416666666667,0.259966666666667,0.260446666666667
20-Apr-2013 12:00:00,2,3,52,0.01,0.00052,0.00295416666666667,0.259966666666667,0.260486666666667
20-Apr-2013 13:00:00,2,3,46,0.01,0.00046,0.00295416666666667,0.259966666666667,0.260426666666667
20-Apr-2013 14:00:00,2,3,36,0.01,0.00036,0.00295416666666667,0.259966666666667,0.260326666666667
20-Apr-2013 15:00:00,2,3,35,0.01,0.00035,0.00295416666666667,0.259966666666667,0.260316666666667
20-Apr-2013 16:00:00,2,3,33,0.01,0.00033,0.00295416666666667,0.259966666666667,0.260296666666667
20-Apr-2013 17:00:00,2,3,34,0.01,0.00034,0.00295416666666667,0.259966666666667,0.260306666666667
20-Apr-2013 18:00:00,2,3,34,0.01,0.00034,0.00295416666666667,0.259966666666667,0.260306666666667
20-Apr-2013 19:00:00,2,3,35,0.01,0.00035,0.00295416666666667,0.259966666666667,0.260316666666667
20-Apr-2013 20:00:00,2,3,34,0.01,0.00034,0.00295416666666667,0.259966666666667,0.260306666666667
20-Apr-2013 21:00:00,2,3,35,0.01,0.00035,0.00295416666666667,0.259966666666667,0.260316666666667
20-Apr-2013 22:00:00,2,3,38,0.01,0.00038,0.00295416666666667,0.259966666666667,0.260346666666667
20-Apr-2013 23:00:00,2,3,34,0.01,0.00034,0.00295416666666667,0.259966666666667,0.260306666666667
21-Apr-2013 00:00:00,2,3,32,0.01,0.00032,0.00295416666666667,0.259966666666667,0.260286666666667
21-Apr-2013 01:00:00,2,3,35,0.01,0.00035,0.00295416666666667,0.259966666666667,0.260316666666667
21-Apr-2013 02:00:00,2,3,35,0.01,0.00035,0.00295416666666667,0.259966666666667,0.260316666666667
21-Apr-2013 03:00:00,2,3,34,0.01,0.00034,0.00295416666666667,0.259966666666667,0.260306666666667
21-Apr-2013 04:00:00,2,3,35,0.01,0.00035,0.00295416666666667,0.259966666666667,0.260316666666667
21-Apr-2013 05:00:00,2,3,36,0.01,0.00036,0.00295416666666667,0.259966666666667,0.260326666666667
21-Apr-2013 06:00:00,2,3,36,0.01,0.00036,0.00295416666666667,0.259966666666667,0.260326666666667
21-Apr-2013 07:00:00,2,3,38,0.01,0.00038,0.00295416666666667,0.259966666666667,0.260346666666667
21-Apr-2013 08:00:00,2,3,34,0.01,0.00034,0.00295416666666667,0.259966666666667,0.260306666666667
21-Apr-2013 09:00:00,2,3,34,0.01,0.00034,0.00295416666666667,0.259966666666667,0.260306666666667
21-Apr-2013 10:00:00,2,3,33,0.01,0.00033,0.00295416666666667,0.259966666666667,0.260296666666667
21-Apr-2013 11:00:00,2,3,34,0.01,0.00034,0.00295416666666667,0.259966666666667,0.260306666666667
21-Apr-2013 12:00:00,2,3,38,0.01,0.00038,0.00295416666666667,0.259966666666667,0.260346666666667
21-Apr-2013 13:00:00,2,3,36,0.01,0.00036,0.00295416666666667,0.259966666666667,0.260326666666667
21-Apr-2013 14:00:00,2,3,34,0.01,0.00034,0.00295416666666667,0.259966666666667,0.260306666666667
21-Apr-2013 15:00:00,2,3,35,0.01,0.00035,0.00295416666666667,0.259966666666667,0.260316666666667
21-Apr-2013 16:00:00,2,3,35,0.01,0.00035,0.00295416666666667,0.259966666666667,0.260316666666667
21-Apr-2013 17:00:00,2,3,35,0.01,0.00035,0.00295416666666667,0.259966666666667,0.260316666666667
21-Apr-2013 18:00:00,2,3,36,0.01,0.00036,0.00295416666666667,0.259966666666667,0.260326666666667
21-Apr-2013 19:00:00,2,3,35,0.01,0.00035,0.00295416666666667,0.259966666666667,0.260316666666667
21-Apr-2013 20:00:00,2,3,34,0.01,0.00034,0.00295416666666667,0.259966666666667,0.260306666666667
21-Apr-2013 21:00:00,2,3,34,0.01,0.00034,0.00295416666666667,0.259966666666667,0.260306666666667
21-Apr-2013 22:00:00,2,3,37,0.01,0.00037,0.00295416666666667,0.259966666666667,0.260336666666667
21-Apr-2013 23:00:00,2,3,34,0.01,0.00034,0.00295416666666667,0.259966666666667,0.260306666666667
22-Apr-2013 00:00:00,2,3,31,0.01,0.00031,0.00295416666666667,0.259966666666667,0.260276666666667
22-Apr-2013 01:00:00,2,3,35,0.01,0.00035,0.00295416666666667,0.259966666666667,0.260316666666667
22-Apr-2013 02:00:00,2,3,35,0.01,0.00035,0.00295416666666667,0.259966666666667,0.260316666666667
22-Apr-2013 03:00:00,2,3,34,0.01,0.00034,0.00295416666666667,0.259966666666667,0.260306666666667
22-Apr-2013 04:00:00,2,3,36,0.01,0.00036,0.00295416666666667,0.259966666666667,0.260326666666667
22-Apr-2013 05:00:00,2,3,36,0.01,0.00036,0.00295416666666667,0.259966666666667,0.260326666666667
22-Apr-2013 06:00:00,2,3,39,0.01,0.00039,0.00295416666666667,0.259966666666667,0.260356666666667
22-Apr-2013 07:00:00,1,3,57,0.01,0.00057,0.0034875,0.453375,0.453945
22-Apr-2013 08:00:00,1,2,62,0.05,0.0031,0.0034875,0.453375,0.456475
22-Apr-2013 09:00:00,1,2,98,0.05,0.0049,0.0034875,0.453375,0.458275
22-Apr-2013 10:00:00,1,1,100,0.1,0.01,0.0034875,0.453375,0.463375
22-Apr-2013 11:00:00,1,1,102,0.1,0.0102,0.0034875,0.453375,0.463575
22-Apr-2013 12:00:00,1,1,102,0.1,0.0102,0.0034875,0.453375,0.463575
22-Apr-2013 13:00:00,1,1,106,0.1,0.0106,0.0034875,0.453375,0.463975
22-Apr-2013 14:00:00,1,2,94,0.05,0.0047,0.0034875,0.453375,0.458075
22-Apr-2013 15:00:00,1,2,86,0.05,0.0043,0.0034875,0.453375,0.457675
22-Apr-2013 16:00:00,1,2,79,0.05,0.00395,0.0034875,0.453375,0.457325
22-Apr-2013 17:00:00,1,2,79,0.05,0.00395,0.0034875,0.453375,0.457325
22-Apr-2013 18:00:00,1,1,71,0.1,0.0071,0.0034875,0.453375,0.460475
22-Apr-2013 19:00:00,1,1,67,0.1,0.0067,0.0034875,0.453375,0.460075
22-Apr-2013 20:00:00,1,1,62,0.1,0.0062,0.0034875,0.453375,0.459575
22-Apr-2013 21:00:00,1,1,49,0.1,0.0049,0.0034875,0.453375,0.458275
22-Apr-2013 22:00:00,1,2,41,0.05,0.00205,0.0034875,0.453375,0.455425
22-Apr-2013 23:00:00,1,2,37,0.05,0.00185,0.0034875,0.453375,0.455225
23-Apr-2013 00:00:00,2,3,33,0.01,0.00033,0.00295416666666667,0.259966666666667,0.260296666666667
23-Apr-2013 01:00:00,2,3,37,0.01,0.00037,0.00295416666666667,0.259966666666667,0.260336666666667
23-Apr-2013 02:00:00,2,3,42,0.01,0.00042,0.00295416666666667,0.259966666666667,0.260386666666667
23-Apr-2013 03:00:00,2,3,37,0.01,0.00037,0.00295416666666667,0.259966666666667,0.260336666666667
23-Apr-2013 04:00:00,2,3,44,0.01,0.00044,0.00295416666666667,0.259966666666667,0.260406666666667
23-Apr-2013 05:00:00,2,3,37,0.01,0.00037,0.00295416666666667,0.259966666666667,0.260336666666667
23-Apr-2013 06:00:00,2,3,39,0.01,0.00039,0.00295416666666667,0.259966666666667,0.260356666666667
23-Apr-2013 07:00:00,1,3,64,0.01,0.00064,0.0034875,0.453375,0.454015
23-Apr-2013 08:00:00,1,2,74,0.05,0.0037,0.0034875,0.453375,0.457075
23-Apr-2013 09:00:00,1,2,87,0.05,0.00435,0.0034875,0.453375,0.457725
23-Apr-2013 10:00:00,1,1,103,0.1,0.0103,0.0034875,0.453375,0.463675
23-Apr-2013 11:00:00,1,1,104,0.1,0.0104,0.0034875,0.453375,0.463775
23-Apr-2013 12:00:00,1,1,107,0.1,0.0107,0.0034875,0.453375,0.464075
23-Apr-2013 13:00:00,1,1,107,0.1,0.0107,0.0034875,0.453375,0.464075
23-Apr-2013 14:00:00,1,2,106,0.05,0.0053,0.0034875,0.453375,0.458675
23-Apr-2013 15:00:00,1,2,98,0.05,0.0049,0.0034875,0.453375,0.458275
23-Apr-2013 16:00:00,1,2,98,0.05,0.0049,0.0034875,0.453375,0.458275
23-Apr-2013 17:00:00,1,2,95,0.05,0.00475,0.0034875,0.453375,0.458125
23-Apr-2013 18:00:00,1,1,87,0.1,0.0087,0.0034875,0.453375,0.462075
23-Apr-2013 19:00:00,1,1,79,0.1,0.0079,0.0034875,0.453375,0.461275
23-Apr-2013 20:00:00,1,1,73,0.1,0.0073,0.0034875,0.453375,0.460675
23-Apr-2013 21:00:00,1,1,60,0.1,0.006,0.0034875,0.453375,0.459375
23-Apr-2013 22:00:00,1,2,46,0.05,0.0023,0.0034875,0.453375,0.455675
23-Apr-2013 23:00:00,1,2,37,0.05,0.00185,0.0034875,0.453375,0.455225
24-Apr-2013 00:00:00,2,3,39,0.01,0.00039,0.00295416666666667,0.259966666666667,0.260356666666667
24-Apr-2013 01:00:00,2,3,38,0.01,0.00038,0.00295416666666667,0.259966666666667,0.260346666666667
24-Apr-2013 02:00:00,2,3,43,0.01,0.00043,0.00295416666666667,0.259966666666667,0.260396666666667
24-Apr-2013 03:00:00,2,3,37,0.01,0.00037,0.00295416666666667,0.259966666666667,0.260336666666667
24-Apr-2013 04:00:00,2,3,40,0.01,0.0004,0.00295416666666667,0.259966666666667,0.260366666666667
24-Apr-2013 05:00:00,2,3,41,0.01,0.00041,0.00295416666666667,0.259966666666667,0.260376666666667
24-Apr-2013 06:00:00,2,3,43,0.01,0.00043,0.00295416666666667,0.259966666666667,0.260396666666667
24-Apr-2013 07:00:00,1,3,62,0.01,0.00062,0.0034875,0.453375,0.453995
24-Apr-2013 08:00:00,1,2,73,0.05,0.00365,0.0034875,0.453375,0.457025
24-Apr-2013 09:00:00,1,2,89,0.05,0.00445,0.0034875,0.453375,0.457825
24-Apr-2013 10:00:00,1,1,105,0.1,0.0105,0.0034875,0.453375,0.463875
24-Apr-2013 11:00:00,1,1,111,0.1,0.0111,0.0034875,0.453375,0.464475
24-Apr-2013 12:00:00,1,1,113,0.1,0.0113,0.0034875,0.453375,0.464675
24-Apr-2013 13:00:00,1,1,108,0.1,0.0108,0.0034875,0.453375,0.464175
24-Apr-2013 14:00:00,1,2,99,0.05,0.00495,0.0034875,0.453375,0.458325
24-Apr-2013 15:00:00,1,2,98,0.05,0.0049,0.0034875,0.453375,0.458275
24-Apr-2013 16:00:00,1,2,95,0.05,0.00475,0.0034875,0.453375,0.458125
24-Apr-2013 17:00:00,1,2,87,0.05,0.00435,0.0034875,0.453375,0.457725
24-Apr-2013 18:00:00,1,1,80,0.1,0.008,0.0034875,0.453375,0.461375
24-Apr-2013 19:00:00,1,1,72,0.1,0.0072,0.0034875,0.453375,0.460575
24-Apr-2013 20:00:00,1,1,65,0.1,0.0065,0.0034875,0.453375,0.459875
24-Apr-2013 21:00:00,1,1,53,0.1,0.0053,0.0034875,0.453375,0.458675
24-Apr-2013 22:00:00,1,2,51,0.05,0.00255,0.0034875,0.453375,0.455925
24-Apr-2013 23:00:00,1,2,48,0.05,0.0024,0.0034875,0.453375,0.455775
25-Apr-2013 00:00:00,2,3,34,0.01,0.00034,0.00295416666666667,0.259966666666667,0.260306666666667
25-Apr-2013 01:00:00,2,3,49,0.01,0.00049,0.00295416666666667,0.259966666666667,0.260456666666667
25-Apr-2013 02:00:00,2,3,37,0.01,0.00037,0.00295416666666667,0.259966666666667,0.260336666666667
25-Apr-2013 03:00:00,2,3,40,0.01,0.0004,0.00295416666666667,0.259966666666667,0.260366666666667
25-Apr-2013 04:00:00,2,3,40,0.01,0.0004,0.00295416666666667,0.259966666666667,0.260366666666667
25-Apr-2013 05:00:00,2,3,48,0.01,0.00048,0.00295416666666667,0.259966666666667,0.260446666666667
25-Apr-2013 06:00:00,2,3,38,0.01,0.00038,0.00295416666666667,0.259966666666667,0.260346666666667
25-Apr-2013 07:00:00,1,3,62,0.01,0.00062,0.0034875,0.453375,0.453995
25-Apr-2013 08:00:00,1,2,74,0.05,0.0037,0.0034875,0.453375,0.457075
25-Apr-2013 09:00:00,1,2,80,0.05,0.004,0.0034875,0.453375,0.457375
25-Apr-2013 10:00:00,1,1,97,0.1,0.0097,0.0034875,0.453375,0.463075
25-Apr-2013 11:00:00,1,1,113,0.1,0.0113,0.0034875,0.453375,0.464675
25-Apr-2013 12:00:00,1,1,111,0.1,0.0111,0.0034875,0.453375,0.464475
