DateTime,tramo_power,tramo_energy,power,price,energy_cost,power_cost_by_kW,power_cost,cost
02-Jan-2013 20:00:00,1,1,85,0.1,0.0085,0.0034875,0.453375,0.461875
02-Jan-2013 21:00:00,1,1,75,0.1,0.0075,0.0034875,0.453375,0.460875
02-Jan-2013 22:00:00,1,2,76,0.05,0.0038,0.0034875,0.453375,0.457175
02-Jan-2013 23:00:00,1,2,59,0.05,0.00295,0.0034875,0.453375,0.456325
03-Jan-2013 00:00:00,2,3,50,0.01,0.0005,0.00295416666666667,0.259966666666667,0.260466666666667
03-Jan-2013 01:00:00,2,3,49,0.01,0.00049,0.00295416666666667,0.259966666666667,0.260456666666667
03-Jan-2013 02:00:00,2,3,63,0.01,0.00063,0.00295416666666667,0.259966666666667,0.260596666666667
03-Jan-2013 03:00:00,2,3,64,0.01,0.00064,0.00295416666666667,0.259966666666667,0.260606666666667
03-Jan-2013 04:00:00,2,3,62,0.01,0.00062,0.00295416666666667,0.259966666666667,0.260586666666667
03-Jan-2013 05:00:00,2,3,57,0.01,0.00057,0.00295416666666667,0.259966666666667,0.260536666666667
03-Jan-2013 06:00:00,2,3,58,0.01,0.00058,0.00295416666666667,0.259966666666667,0.260546666666667
03-Jan-2013 07:00:00,1,3,64,0.01,0.00064,0.0034875,0.453375,0.454015
03-Jan-2013 08:00:00,1,2,82,0.05,0.0041,0.0034875,0.453375,0.457475
03-Jan-2013 09:00:00,1,2,91,0.05,0.00455,0.0034875,0.453375,0.457925
03-Jan-2013 10:00:00,1,1,89,0.1,0.0089,0.0034875,0.453375,0.462275
03-Jan-2013 11:00:00,1,1,95,0.1,0.0095,0.0034875,0.453375,0.462875
03-Jan-2013 12:00:00,1,1,99,0.1,0.0099,0.0034875,0.453375,0.463275
03-Jan-2013 13:00:00,1,1,99,0.1,0.0099,0.0034875,0.453375,0.463275
03-Jan-2013 14:00:00,1,2,97,0.05,0.00485,0.0034875,0.453375,0.458225
03-Jan-2013 15:00:00,1,2,88,0.05,0.0044,0.0034875,0.453375,0.457775
03-Jan-2013 16:00:00,1,2,81,0.05,0.00405,0.0034875,0.453375,0.457425
03-Jan-2013 17:00:00,1,2,80,0.05,0.004,0.0034875,0.453375,0.457375
03-Jan-2013 18:00:00,1,1,78,0.1,0.0078,0.0034875,0.453375,0.461175
03-Jan-2013 19:00:00,1,1,78,0.1,0.0078,0.0034875,0.453375,0.461175
03-Jan-2013 20:00:00,1,1,78,0.1,0.0078,0.0034875,0.453375,0.461175
03-Jan-2013 21:00:00,1,1,68,0.1,0.0068,0.0034875,0.453375,0.460175
03-Jan-2013 22:00:00,1,2,61,0.05,0.00305,0.0034875,0.453375,0.456425
03-Jan-2013 23:00:00,1,2,64,0.05,0.0032,0.0034875,0.453375,0.456575
04-Jan-2013 00:00:00,2,3,51,0.01,0.00051,0.00295416666666667,0.259966666666667,0.260476666666667
04-Jan-2013 01:00:00,2,3,47,0.01,0.00047,0.00295416666666667,0.259966666666667,0.260436666666667
04-Jan-2013 02:00:00,2,3,64,0.01,0.00064,0.00295416666666667,0.259966666666667,0.260606666666667
04-Jan-2013 03:00:00,2,3,63,0.01,0.00063,0.00295416666666667,0.259966666666667,0.260596666666667
04-Jan-2013 04:00:00,2,3,62,0.01,0.00062,0.00295416666666667,0.259966666666667,0.260586666666667
04-Jan-2013 05:00:00,2,3,60,0.01,0.0006,0.00295416666666667,0.259966666666667,0.260566666666667
04-Jan-2013 06:00:00,2,3,65,0.01,0.00065,0.00295416666666667,0.259966666666667,0.260616666666667
04-Jan-2013 07:00:00,1,3,63,0.01,0.00063,0.0034875,0.453375,0.454005
04-Jan-2013 08:00:00,1,2,80,0.05,0.004,0.0034875,0.453375,0.457375
04-Jan-2013 09:00:00,1,2,91,0.05,0.00455,0.0034875,0.453375,0.457925
04-Jan-2013 10:00:00,1,1,91,0.1,0.0091,0.0034875,0.453375,0.462475
04-Jan-2013 11:00:00,1,1,97,0.1,0.0097,0.0034875,0.453375,0.463075
04-Jan-2013 12:00:00,1,1,93,0.1,0.0093,0.0034875,0.453375,0.462675
04-Jan-2013 13:00:00,1,1,96,0.1,0.0096,0.0034875,0.453375,0.462975
04-Jan-2013 14:00:00,1,2,100,0.05,0.005,0.0034875,0.453375,0.458375
04-Jan-2013 15:00:00,1,2,91,0.05,0.00455,0.0034875,0.453375,0.457925
04-Jan-2013 16:00:00,1,2,82,0.05,0.0041,0.0034875,0.453375,0.457475
04-Jan-2013 17:00:00,1,2,78,0.05,0.0039,0.0034875,0.453375,0.457275
04-Jan-2013 18:00:00,1,1,77,0.1,0.0077,0.0034875,0.453375,0.461075
04-Jan-2013 19:00:00,1,1,84,0.1,0.0084,0.0034875,0.453375,0.461775
04-Jan-2013 20:00:00,1,1,82,0.1,0.0082,0.0034875,0.453375,0.461575
04-Jan-2013 21:00:00,1,1,69,0.1,0.0069,0.0034875,0.453375,0.460275
04-Jan-2013 22:00:00,1,2,62,0.05,0.0031,0.0034875,0.453375,0.456475
04-Jan-2013 23:00:00,1,2,63,0.05,0.00315,0.0034875,0.453375,0.456525
05-Jan-2013 00:00:00,2,3,50,0.01,0.0005,0.00295416666666667,0.259966666666667,0.260466666666667
05-Jan-2013 01:00:00,2,3,48,0.01,0.00048,0.00295416666666667,0.259966666666667,0.260446666666667
05-Jan-2013 02:00:00,2,3,65,0.01,0.00065,0.00295416666666667,0.259966666666667,0.260616666666667
05-Jan-2013 03:00:00,2,3,65,0.01,0.00065,0.00295416666666667,0.259966666666667,0.260616666666667
05-Jan-2013 04:00:00,2,3,61,0.01,0.00061,0.00295416666666667,0.259966666666667,0.260576666666667
05-Jan-2013 05:00:00,2,3,60,0.01,0.0006,0.00295416666666667,0.259966666666667,0.260566666666667
05-Jan-2013 06:00:00,2,3,62,0.01,0.00062,0.00295416666666667,0.259966666666667,0.260586666666667
05-Jan-2013 07:00:00,2,3,68,0.01,0.00068,0.00295416666666667,0.259966666666667,0.260646666666667
05-Jan-2013 08:00:00,2,3,65,0.01,0.00065,0.00295416666666667,0.259966666666667,0.260616666666667
05-Jan-2013 09:00:00,2,3,62,0.01,0.00062,0.00295416666666667,0.259966666666667,0.260586666666667
05-Jan-2013 10:00:00,2,3,69,0.01,0.00069,0.00295416666666667,0.259966666666667,0.260656666666667
05-Jan-2013 11:00:00,2,3,71,0.01,0.00071,0.00295416666666667,0.259966666666667,0.260676666666667
05-Jan-2013 12:00:00,2,3,68,0.01,0.00068,0.00295416666666667,0.259966666666667,0.260646666666667
05-Jan-2013 13:00:00,2,3,71,0.01,0.00071,0.00295416666666667,0.259966666666667,0.260676666666667
05-Jan-2013 14:00:00,2,3,67,0.01,0.00067,0.00295416666666667,0.259966666666667,0.260636666666667
05-Jan-2013 15:00:00,2,3,63,0.01,0.00063,0.00295416666666667,0.259966666666667,0.260596666666667
05-Jan-2013 16:00:00,2,3,62,0.01,0.00062,0.00295416666666667,0.259966666666667,0.260586666666667
05-Jan-2013 17:00:00,2,3,61,0.01,0.00061,0.00295416666666667,0.259966666666667,0.260576666666667
05-Jan-2013 18:00:00,2,3,65,0.01,0.00065,0.00295416666666667,0.259966666666667,0.260616666666667
05-Jan-2013 19:00:00,2,3,64,0.01,0.00064,0.00295416666666667,0.259966666666667,0.260606666666667
05-Jan-2013 20:00:00,2,3,64,0.01,0.00064,0.00295416666666667,0.259966666666667,0.260606666666667
05-Jan-2013 21:00:00,2,3,61,0.01,0.00061,0.00295416666666667,0.259966666666667,0.260576666666667
05-Jan-2013 22:00:00,2,3,66,0.01,0.00066,0.00295416666666667,0.259966666666667,0.260626666666667
05-Jan-2013 23:00:00,2,3,62,0.01,0.00062,0.00295416666666667,0.259966666666667,0.260586666666667
06-Jan-2013 00:00:00,2,3,50,0.01,0.0005,0.00295416666666667,0.259966666666667,0.260466666666667
06-Jan-2013 01:00:00,2,3,48,0.01,0.00048,0.00295416666666667,0.259966666666667,0.260446666666667
06-Jan-2013 02:00:00,2,3,61,0.01,0.00061,0.00295416666666667,0.259966666666667,0.260576666666667
06-Jan-2013 03:00:00,2,3,58,0.01,0.00058,0.00295416666666667,0.259966666666667,0.260546666666667
06-Jan-2013 04:00:00,2,3,60,0.01,0.0006,0.00295416666666667,0.259966666666667,0.260566666666667
06-Jan-2013 05:00:00,2,3,59,0.01,0.00059,0.00295416666666667,0.259966666666667,0.260556666666667
06-Jan-2013 06:00:00,2,3,56,0.01,0.00056,0.00295416666666667,0.259966666666667,0.260526666666667
06-Jan-2013 07:00:00,2,3,63,0.01,0.00063,0.00295416666666667,0.259966666666667,0.260596666666667
06-Jan-2013 08:00:00,2,3,61,0.01,0.00061,0.00295416666666667,0.259966666666667,0.260576666666667
06-Jan-2013 09:00:00,2,3,58,0.01,0.00058,0.00295416666666667,0.259966666666667,0.260546666666667
06-Jan-2013 10:00:00,2,3,60,0.01,0.0006,0.00295416666666667,0.259966666666667,0.260566666666667
06-Jan-2013 11:00:00,2,3,56,0.01,0.00056,0.00295416666666667,0.259966666666667,0.260526666666667
06-Jan-2013 12:00:00,2,3,57,0.01,0.00057,0.00295416666666667,0.259966666666667,0.260536666666667
06-Jan-2013 13:00:00,2,3,62,0.01,0.00062,0.00295416666666667,0.259966666666667,0.260586666666667
06-Jan-2013 14:00:00,2,3,58,0.01,0.00058,0.00295416666666667,0.259966666666667,0.260546666666667
06-Jan-2013 15:00:00,2,3,54,0.01,0.00054,0.00295416666666667,0.259966666666667,0.260506666666667
06-Jan-2013 16:00:00,2,3,59,0.01,0.00059,0.00295416666666667,0.259966666666667,0.260556666666667
06-Jan-2013 17:00:00,2,3,58,0.01,0.00058,0.00295416666666667,0.259966666666667,0.260546666666667
06-Jan-2013 18:00:00,2,3,59,0.01,0.00059,0.00295416666666667,0.259966666666667,0.260556666666667
06-Jan-2013 19:00:00,2,3,60,0.01,0.0006,0.00295416666666667,0.259966666666667,0.260566666666667
06-Jan-2013 20:00:00,2,3,62,0.01,0.00062,0.00295416666666667,0.259966666666667,0.260586666666667
06-Jan-2013 21:00:00,2,3,59,0.01,0.00059,0.00295416666666667,0.259966666666667,0.260556666666667
06-Jan-2013 22:00:00,2,3,62,0.01,0.00062,0.00295416666666667,0.259966666666667,0.260586666666667
06-Jan-2013 23:00:00,2,3,56,0.01,0.00056,0.00295416666666667,0.259966666666667,0.260526666666667
07-Jan-2013 00:00:00,2,3,51,0.01,0.00051,0.00295416666666667,0.259966666666667,0.260476666666667
07-Jan-2013 01:00:00,2,3,41,0.01,0.00041,0.00295416666666667,0.259966666666667,0.260376666666667
07-Jan-2013 02:00:00,2,3,62,0.01,0.00062,0.00295416666666667,0.259966666666667,0.260586666666667
07-Jan-2013 03:00:00,2,3,58,0.01,0.00058,0.00295416666666667,0.259966666666667,0.260546666666667
07-Jan-2013 04:00:00,2,3,60,0.01,0.0006,0.00295416666666667,0.259966666666667,0.260566666666667
07-Jan-2013 05:00:00,2,3,56,0.01,0.00056,0.00295416666666667,0.259966666666667,0.260526666666667
07-Jan-2013 06:00:00,2,3,59,0.01,0.00059,0.00295416666666667,0.259966666666667,0.260556666666667
07-Jan-2013 07:00:00,1,3,63,0.01,0.00063,0.0034875,0.453375,0.454005
07-Jan-2013 08:00:00,1,2,85,0.05,0.00425,0.0034875,0.453375,0.457625
07-Jan-2013 09:00:00,1,2,86,0.05,0.0043,0.0034875,0.453375,0.457675
07-Jan-2013 10:00:00,1,1,108,0.1,0.0108,0.0034875,0.453375,0.464175
07-Jan-2013 11:00:00,1,1,118,0.1,0.0118,0.0034875,0.453375,0.465175
07-Jan-2013 12:00:00,1,1,127,0.1,0.0127,0.0034875,0.453375,0.466075
07-Jan-2013 13:00:00,1,1,128,0.1,0.0128,0.0034875,0.453375,0.466175
07-Jan-2013 14:00:00,1,2,125,0.05,0.00625,0.0034875,0.453375,0.459625
07-Jan-2013 15:00:00,1,2,113,0.05,0.00565,0.0034875,0.453375,0.459025
07-Jan-2013 16:00:00,1,2,114,0.05,0.0057,0.0034875,0.453375,0.459075
07-Jan-2013 17:00:00,1,2,115,0.05,0.00575,0.0034875,0.453375,0.459125
07-Jan-2013 18:00:00,1,1,114,0.1,0.0114,0.0034875,0.453375,0.464775
07-Jan-2013 19:00:00,1,1,111,0.1,0.0111,0.0034875,0.453375,0.464475
07-Jan-2013 20:00:00,1,1,101,0.1,0.0101,0.0034875,0.453375,0.463475
07-Jan-2013 21:00:00,1,1,91,0.1,0.0091,0.0034875,0.453375,0.462475
07-Jan-2013 22:00:00,1,2,78,0.05,0.0039,0.0034875,0.453375,0.457275
07-Jan-2013 23:00:00,1,2,64,0.05,0.0032,0.0034875,0.453375,0.456575
08-Jan-2013 00:00:00,2,3,52,0.01,0.00052,0.00295416666666667,0.259966666666667,0.260486666666667
08-Jan-2013 01:00:00,2,3,49,0.01,0.00049,0.00295416666666667,0.259966666666667,0.260456666666667
08-Jan-2013 02:00:00,2,3,64,0.01,0.00064,0.00295416666666667,0.259966666666667,0.260606666666667
08-Jan-2013 03:00:00,2,3,61,0.01,0.00061,0.00295416666666667,0.259966666666667,0.260576666666667
08-Jan-2013 04:00:00,2,3,61,0.01,0.00061,0.00295416666666667,0.259966666666667,0.260576666666667
08-Jan-2013 05:00:00,2,3,59,0.01,0.00059,0.00295416666666667,0.259966666666667,0.260556666666667
08-Jan-2013 06:00:00,2,3,65,0.01,0.00065,0.00295416666666667,0.259966666666667,0.260616666666667
08-Jan-2013 07:00:00,1,3,68,0.01,0.00068,0.0034875,0.453375,0.454055
08-Jan-2013 08:00:00,1,2,90,0.05,0.0045,0.0034875,0.453375,0.457875
08-Jan-2013 09:00:00,1,2,94,0.05,0.0047,0.0034875,0.453375,0.458075
08-Jan-2013 10:00:00,1,1,104,0.1,0.0104,0.0034875,0.453375,0.463775
08-Jan-2013 11:00:00,1,1,109,0.1,0.0109,0.0034875,0.453375,0.464275
08-Jan-2013 12:00:00,1,1,111,0.1,0.0111,0.0034875,0.453375,0.464475
08-Jan-2013 13:00:00,1,1,111,0.1,0.0111,0.0034875,0.453375,0.464475
08-Jan-2013 14:00:00,1,2,114,0.05,0.0057,0.0034875,0.453375,0.459075
08-Jan-2013 15:00:00,1,2,110,0.05,0.0055,0.0034875,0.453375,0.458875
08-Jan-2013 16:00:00,1,2,104,0.05,0.0052,0.0034875,0.453375,0.458575
08-Jan-2013 17:00:00,1,2,106,0.05,0.0053,0.0034875,0.453375,0.458675
08-Jan-2013 18:00:00,1,1,108,0.1,0.0108,0.0034875,0.453375,0.464175
08-Jan-2013 19:00:00,1,1,104,0.1,0.0104,0.0034875,0.453375,0.463775
08-Jan-2013 20:00:00,1,1,96,0.1,0.0096,0.0034875,0.453375,0.462975
08-Jan-2013 21:00:00,1,1,86,0.1,0.0086,0.0034875,0.453375,0.461975
08-Jan-2013 22:00:00,1,2,78,0.05,0.0039,0.0034875,0.453375,0.457275
08-Jan-2013 23:00:00,1,2,62,0.05,0.0031,0.0034875,0.453375,0.456475
09-Jan-2013 00:00:00,2,3,50,0.01,0.0005,0.00295416666666667,0.259966666666667,0.260466666666667
09-Jan-2013 01:00:00,2,3,47,0.01,0.00047,0.00295416666666667,0.259966666666667,0.260436666666667
09-Jan-2013 02:00:00,2,3,65,0.01,0.00065,0.00295416666666667,0.259966666666667,0.260616666666667
09-Jan-2013 03:00:00,2,3,64,0.01,0.00064,0.00295416666666667,0.259966666666667,0.260606666666667
09-Jan-2013 04:00:00,2,3,63,0.01,0.00063,0.00295416666666667,0.259966666666667,0.260596666666667
09-Jan-2013 05:00:00,2,3,62,0.01,0.00062,0.00295416666666667,0.259966666666667,0.260586666666667
09-Jan-2013 06:00:00,2,3,55,0.01,0.00055,0.00295416666666667,0.259966666666667,0.260516666666667
09-Jan-2013 07:00:00,1,3,63,0.01,0.00063,0.0034875,0.453375,0.454005
09-Jan-2013 08:00:00,1,2,87,0.05,0.00435,0.0034875,0.453375,0.457725
09-Jan-2013 09:00:00,1,2,96,0.05,0.0048,0.0034875,0.453375,0.458175
09-Jan-2013 10:00:00,1,1,110,0.1,0.011,0.0034875,0.453375,0.464375
09-Jan-2013 11:00:00,1,1,110,0.1,0.011,0.0034875,0.453375,0.464375
09-Jan-2013 12:00:00,1,1,120,0.1,0.012,0.0034875,0.453375,0.465375
09-Jan-2013 13:00:00,1,1,114,0.1,0.0114,0.0034875,0.453375,0.464775
09-Jan-2013 14:00:00,1,2,120,0.05,0.006,0.0034875,0.453375,0.459375
09-Jan-2013 15:00:00,1,2,116,0.05,0.0058,0.0034875,0.453375,0.459175
09-Jan-2013 16:00:00,1,2,119,0.05,0.00595,0.0034875,0.453375,0.459325
09-Jan-2013 17:00:00,1,2,119,0.05,0.00595,0.0034875,0.453375,0.459325
09-Jan-2013 18:00:00,1,1,120,0.1,0.012,0.0034875,0.453375,0.465375
09-Jan-2013 19:00:00,1,1,116,0.1,0.0116,0.0034875,0.453375,0.464975
09-Jan-2013 20:00:00,1,1,108,0.1,0.0108,0.0034875,0.453375,0.464175
09-Jan-2013 21:00:00,1,1,96,0.1,0.0096,0.0034875,0.453375,0.462975
09-Jan-2013 22:00:00,1,2,86,0.05,0.0043,0.0034875,0.453375,0.457675
09-Jan-2013 23:00:00,1,2,71,0.05,0.00355,0.0034875,0.453375,0.456925
10-Jan-2013 00:00:00,2,3,49,0.01,0.00049,0.00295416666666667,0.259966666666667,0.260456666666667
10-Jan-2013 01:00:00,2,3,49,0.01,0.00049,0.00295416666666667,0.259966666666667,0.260456666666667
10-Jan-2013 02:00:00,2,3,66,0.01,0.00066,0.00295416666666667,0.259966666666667,0.260626666666667
10-Jan-2013 03:00:00,2,3,65,0.01,0.00065,0.00295416666666667,0.259966666666667,0.260616666666667
10-Jan-2013 04:00:00,2,3,73,0.01,0.00073,0.00295416666666667,0.259966666666667,0.260696666666667
10-Jan-2013 05:00:00,2,3,69,0.01,0.00069,0.00295416666666667,0.259966666666667,0.260656666666667
10-Jan-2013 06:00:00,2,3,67,0.01,0.00067,0.00295416666666667,0.259966666666667,0.260636666666667
10-Jan-2013 07:00:00,1,3,71,0.01,0.00071,0.0034875,0.453375,0.454085
10-Jan-2013 08:00:00,1,2,93,0.05,0.00465,0.0034875,0.453375,0.458025
10-Jan-2013 09:00:00,1,2,92,0.05,0.0046,0.0034875,0.453375,0.457975
10-Jan-2013 10:00:00,1,1,104,0.1,0.0104,0.0034875,0.453375,0.463775
10-Jan-2013 11:00:00,1,1,114,0.1,0.0114,0.0034875,0.453375,0.464775
10-Jan-2013 12:00:00,1,1,114,0.1,0.0114,0.0034875,0.453375,0.464775
10-Jan-2013 13:00:00,1,1,114,0.1,0.0114,0.0034875,0.453375,0.464775
10-Jan-2013 14:00:00,1,2,119,0.05,0.00595,0.0034875,0.453375,0.459325
10-Jan-2013 15:00:00,1,2,117,0.05,0.00585,0.0034875,0.453375,0.459225
10-Jan-2013 16:00:00,1,2,109,0.05,0.00545,0.0034875,0.453375,0.458825
10-Jan-2013 17:00:00,1,2,110,0.05,0.0055,0.0034875,0.453375,0.458875
10-Jan-2013 18:00:00,1,1,113,0.1,0.0113,0.0034875,0.453375,0.464675
10-Jan-2013 19:00:00,1,1,106,0.1,0.0106,0.0034875,0.453375,0.463975
10-Jan-2013 20:00:00,1,1,93,0.1,0.0093,0.0034875,0.453375,0.462675
10-Jan-2013 21:00:00,1,1,95,0.1,0.0095,0.0034875,0.453375,0.462875
10-Jan-2013 22:00:00,1,2,86,0.05,0.0043,0.0034875,0.453375,0.457675
10-Jan-2013 23:00:00,1,2,64,0.05,0.0032,0.0034875,0.453375,0.456575
11-Jan-2013 00:00:00,2,3,43,0.01,0.00043,0.00295416666666667,0.259966666666667,0.260396666666667
11-Jan-2013 01:00:00,2,3,40,0.01,0.0004,0.00295416666666667,0.259966666666667,0.260366666666667
11-Jan-2013 02:00:00,2,3,69,0.01,0.00069,0.00295416666666667,0.259966666666667,0.260656666666667
11-Jan-2013 03:00:00,2,3,65,0.01,0.00065,0.00295416666666667,0.259966666666667,0.260616666666667
11-Jan-2013 04:00:00,2,3,63,0.01,0.00063,0.00295416666666667,0.259966666666667,0.260596666666667
11-Jan-2013 05:00:00,2,3,60,0.01,0.0006,0.00295416666666667,0.259966666666667,0.260566666666667
11-Jan-2013 06:00:00,2,3,58,0.01,0.00058,0.00295416666666667,0.259966666666667,0.260546666666667
11-Jan-2013 07:00:00,1,3,63,0.01,0.00063,0.0034875,0.453375,0.454005
11-Jan-2013 08:00:00,1,2,86,0.05,0.0043,0.0034875,0.453375,0.457675
11-Jan-2013 09:00:00,1,2,88,0.05,0.0044,0.0034875,0.453375,0.457775
11-Jan-2013 10:00:00,1,1,96,0.1,0.0096,0.0034875,0.453375,0.462975
11-Jan-2013 11:00:00,1,1,113,0.1,0.0113,0.0034875,0.453375,0.464675
11-Jan-2013 12:00:00,1,1,108,0.1,0.0108,0.0034875,0.453375,0.464175
11-Jan-2013 13:00:00,1,1,110,0.1,0.011,0.0034875,0.453375,0.464375
11-Jan-2013 14:00:00,1,2,118,0.05,0.0059,0.0034875,0.453375,0.459275
11-Jan-2013 15:00:00,1,2,106,0.05,0.0053,0.0034875,0.453375,0.458675
11-Jan-2013 16:00:00,1,2,104,0.05,0.0052,0.0034875,0.453375,0.458575
11-Jan-2013 17:00:00,1,2,104,0.05,0.0052,0.0034875,0.453375,0.458575
11-Jan-2013 18:00:00,1,1,104,0.1,0.0104,0.0034875,0.453375,0.463775
11-Jan-2013 19:00:00,1,1,105,0.1,0.0105,0.0034875,0.453375,0.463875
11-Jan-2013 20:00:00,1,1,99,0.1,0.0099,0.0034875,0.453375,0.463275
11-Jan-2013 21:00:00,1,1,88,0.1,0.0088,0.0034875,0.453375,0.462175
11-Jan-2013 22:00:00,1,2,81,0.05,0.00405,0.0034875,0.453375,0.457425
11-Jan-2013 23:00:00,1,2,62,0.05,0.0031,0.0034875,0.453375,0.456475
12-Jan-2013 00:00:00,2,3,51,0.01,0.00051,0.00295416666666667,0.259966666666667,0.260476666666667
12-Jan-2013 01:00:00,2,3,48,0.01,0.00048,0.00295416666666667,0.259966666666667,0.260446666666667
12-Jan-2013 02:00:00,2,3,65,0.01,0.00065,0.00295416666666667,0.259966666666667,0.260616666666667
12-Jan-2013 03:00:00,2,3,62,0.01,0.00062,0.00295416666666667,0.259966666666667,0.260586666666667
12-Jan-2013 04:00:00,2,3,62,0.01,0.00062,0.00295416666666667,0.259966666666667,0.260586666666667
12-Jan-2013 05:00:00,2,3,59,0.01,0.00059,0.00295416666666667,0.259966666666667,0.260556666666667
12-Jan-2013 06:00:00,2,3,63,0.01,0.00063,0.00295416666666667,0.259966666666667,0.260596666666667
12-Jan-2013 07:00:00,2,3,65,0.01,0.00065,0.00295416666666667,0.259966666666667,0.260616666666667
12-Jan-2013 08:00:00,2,3,62,0.01,0.00062,0.00295416666666667,0.259966666666667,0.260586666666667
12-Jan-2013 09:00:00,2,3,72,0.01,0.00072,0.00295416666666667,0.259966666666667,0.260686666666667
12-Jan-2013 10:00:00,2,3,69,0.01,0.00069,0.00295416666666667,0.259966666666667,0.260656666666667
